playerID,coachID,hofID,firstName,lastName,nameNote,nameGiven,nameNick,height,weight,shootCatch,legendsID,ihdbID,hrefID,firstNHL,lastNHL,firstWHA,lastWHA,pos,birthYear,birthMon,birthDay,birthCountry,birthState,birthCity,deathYear,deathMon,deathDay,deathCountry,deathState,deathCity
lakovsa01,,,Sasha,Lakovic,,Sasha Gordon,The Basha/Pitbull,72,220,L,10716,6387,lakovsa01,1996,1998,,,L,1971,9,7,Canada,BC,East Vancouver,,,,,,
lalanhe01,,,Hec,Lalande,,Hector J.,,69,150,L,13281,2922,lalanhe01,1953,1957,,,C,1934,11,24,Canada,ON,North Bay,,,,,,
lalibda01,,,David,Laliberte,,,,73,194,L,,70640,lalibda01,2009,2009,,,R,1986,3,17,Canada,QC,St-Jean-Sur-Richelie,,,,,,
lalimpa01,,,Patrick,Lalime,,Patrick,,75,189,L,18770,16316,lalimpa01,1996,2010,,,G,1974,7,7,Canada,QC,St. Bonaventure,,,,,,
lalonbo01,,,Bobby,Lalonde,,Robert Patrick,The Flea,65,155,L,13282,2921,lalonbo01,1971,1981,,,C,1951,3,27,Canada,QC,Montreal,,,,,,
lalonne01,lalonne01c,lalonne01h,Newsy,Lalonde,,Edouard Charles,,69,168,R,P195005,2923,lalonne01,1917,1926,,,C,1888,10,31,Canada,ON,Cornwall,1971,11,21,,,
lalonri01,,,Rick,Lalonde,,Richard,,72,200,R,,11913,lalonri01,,,1975,1975,D,1955,2,19,Canada,ON,Ottawa,,,,,,
lalonro01,,,Ron,Lalonde,,Ronald Leo,,70,170,L,13284,2924,lalonro01,1972,1978,,,C,1952,10,30,Canada,ON,Toronto,,,,,,
lalormi01,,,Mike,Lalor,,Michael John,,72,200,L,10879,2925,lalormi01,1985,1996,,,D,1963,3,8,Canada,ON,Fort Erie,,,,,,
lambeda01,,,Dan,Lambert,,Daniel R.,,68,177,L,10881,2929,lambeda01,1990,1991,,,D,1970,1,12,Canada,MB,St. Boniface,,,,,,
lambede01,,,Denny,Lambert,,Denny,,71,211,L,10184,2930,lambede01,1994,2001,,,L,1970,1,7,Canada,ON,Wawa,,,,,,
lambela01,,,Lane,Lambert,,Lane Douglas,,72,185,R,13286,2931,lambela01,1983,1988,,,R,1964,11,18,Canada,SK,Melfort,,,,,,
lambeyv01,,,Yvon,Lambert,,Yvon Pierre,,74,200,L,13287,2933,lambeyv01,1972,1981,,,L,1950,5,20,Canada,QC,Drummondville,,,,,,
lambjo01,,,Joe,Lamb,,Joseph Gordon,,70,170,R,13285,2927,lambjo01,1927,1937,,,R,1906,6,18,Canada,NB,Sussex,1982,8,21,,,
lambma01,,,Mark,Lamb,,Mark W.,,69,180,L,10880,2928,lambma01,1985,1995,,,C,1964,8,3,Canada,SK,Ponteix,,,,,,
lambydi01,,,Dick,Lamby,,Richard A.,,73,200,R,13288,7446,lambydi01,1978,1980,,,D,1955,5,3,USA,MA,Auburn,,,,,,
lamirje01,,,Jean-Paul,Lamirande,,Jean Paul,J.P./Lammy,68,170,L,13289,12103,lamirje01,1946,1954,,,D,1924,8,21,Canada,QC,Shawinigan Falls,1976,1,30,,,
lammeha01,,,Hank,Lammens,,Hank Jacob,,74,210,L,15034,2935,lammeha01,1993,1993,,,D,1966,2,21,Canada,ON,Brockville,,,,,,
,lamorlo01c,lamorlo01h,Lou,Lamoriello,,,,,,,B200901,61933,lamorlo99c,,,,,,1942,10,21,USA,RI,Providence,,,,,,
lamotma01,,,Marc,Lamothe,,Marc,,74,210,L,18315,13789,lamotma01,1999,2003,,,G,1974,2,27,Canada,ON,New Liskeard,,,,,,
lamoule01,,,Leo,Lamoureux,,Leonard Peter,,71,175,L,13290,12737,lamoule01,1941,1946,,,D,1916,10,1,Canada,ON,Espanola,1961,1,11,,,
lamoumi01,,,Mitch,Lamoureux,,Mitch,,66,175,L,13291,6288,lamoumi01,1983,1987,,,C,1962,8,22,Canada,ON,Ottawa,,,,,,
lampmbr01,,,Bryce,Lampman,,,,73,199,L,20326,56802,lampmbr01,2003,2006,,,D,1982,8,31,USA,MN,Rochester,,,,,,
lampmmi01,,,Mike,Lampman,,Michael David,,74,195,L,13292,2938,lampmmi01,1972,1976,,,L,1950,4,20,Canada,ON,Hamilton,,,,,,
lancija01,,,Jack,Lancien,,John Gordon,,72,188,L,13293,12078,lancija01,1946,1950,,,D,1923,6,14,Canada,SK,Swift Current,,,,,,
landean01,,,Anton,Lander,,,,72,194,,,,landean01,2011,2011,,,C,1991,4,24,,,,,,,,,
landega01,,,Gabriel,Landeskog,,,,73,204,,,,landega01,2011,2011,,,L,1992,11,23,,,,,,,,,
landobr01,,,Bruce,Landon,,Bruce Norman,,70,175,L,,2939,landobr01,,,1972,1976,G,1949,10,5,Canada,ON,Kingston,,,,,,
landola01,,,Larry,Landon,,Larry James,,72,191,R,13294,6149,landola01,1983,1984,,,L,1958,5,4,Canada,ON,Niagara Falls,,,,,,
landrer01,,,Eric,Landry,,Eric,,70,184,L,10046,21479,landrer01,1997,2001,,,C,1975,1,20,Canada,QC,Gatineau,,,,,,
lanego01,,,Gord,Lane,,Gordon T.,,73,190,L,13295,2940,lanego01,1975,1984,,,D,1953,3,31,Canada,MB,Brandon,,,,,,
lanemy01,,,Myles,Lane,,Myles J.,,72,180,L,13296,20362,lanemy01,1928,1933,,,D,1905,10,2,USA,MA,Melrose,1987,8,6,USA,NY,New York
langdda01,,,Darren,Langdon,,Darren,Langer,73,205,L,10068,6386,langdda01,1994,2005,,,L,1971,1,8,Canada,NL,Deer Lake,,,,,,
langdst01,,,Steve,Langdon,,Stephen Murray,,71,175,L,13297,6662,langdst01,1974,1977,,,L,1953,12,23,Canada,ON,Toronto,,,,,,
langech01,,,Chris,Langevin,,Christopher,,72,190,L,13299,2944,langech01,1983,1985,,,L,1959,11,27,Canada,QC,Montreal,,,,,,
langeda01,,,Dave,Langevin,,David R.,Bammer/Moose,74,200,L,13300,2945,langeda01,1979,1986,1976,1978,D,1954,5,15,USA,MN,St. Paul,,,,,,
langeja01,,,Jamie,Langenbrunner,,James C.,,73,200,R,14811,6215,langeja01,1994,2011,,,R,1975,7,24,USA,MN,Duluth,,,,,,
langepe01,,,Pete,Langelle,also known as Landiak,Peter,,71,170,L,13298,13750,langepe01,1938,1941,,,C,1917,11,4,Canada,MB,Winnipeg,2010,11,29,Canada,MB,Winnipeg
langfjo01,,,Josh,Langfeld,,,,75,216,R,11309,33865,langfjo01,2001,2007,,,R,1977,7,17,USA,MN,Fridley,,,,,,
langkda01,,,Daymond,Langkow,,Daymond,,70,183,L,10635,11397,langkda01,1995,2011,,,C,1976,9,27,Canada,AB,Edmonton,,,,,,
langksc01,,,Scott,Langkow,,Scott,,71,190,L,18774,17929,langksc01,1995,1999,,,G,1975,4,21,Canada,AB,Edmonton,,,,,,
langlal01,,,Albert,Langlois,,Albert,Junior,72,205,L,13302,2948,langlal01,1957,1965,,,D,1934,11,6,Canada,QC,Magog,,,,,,
langlal02,,,Alain,Langlais,,Alain Joseph Alfred,,70,175,L,13301,2947,langlal02,1973,1974,,,L,1950,10,9,Canada,QC,Chicoutimi,,,,,,
langlch01,,,Charlie,Langlois,,Louis Charles,,72,210,R,13303,23478,langlch01,1924,1927,,,D,1894,8,25,Canada,QC,Lotbiniere,1965,8,31,Canada,ON,Sudbury
langos01,,,Ossie,Lang,,Oswald,,,,,,,,,,,,G,,,,,,,,,,,,
langro01,,,Robert,Lang,,Robert,,75,216,R,10882,2942,langro01,1992,2009,,,C,1970,12,19,Czech Republic,,Teplice,,,,,,
langwro01,,langwro01h,Rod,Langway,,Rod Corry,Hot Rod,75,218,L,P200203,2952,langwro01,1978,1992,1977,1977,D,1957,5,3,Taiwan,,Maag,,,,,,
lankje01,,,Jeff,Lank,,Jeffrey,,75,205,L,14991,21487,lankje01,1999,1999,,,D,1975,3,1,Canada,SK,Indian Head,,,,,,
lanthje01,,,Jean-Marc,Lanthier,,Jean Marc,,74,195,R,13304,2954,lanthje01,1983,1987,,,R,1963,3,27,Canada,QC,Montreal,,,,,,
lanyote01,,,Ted,Lanyon,,Edward George,,71,175,L,13305,10574,lanyote01,1967,1967,,,D,1939,6,11,Canada,MB,Winnipeg,2008,5,21,Canada,MB,Winnipeg
lanzri01,,,Rick,Lanz,,Rick Roman,,74,203,R,10885,2955,lanzri01,1980,1991,,,D,1961,9,16,Czech Republic,,Karlovy Vary,,,,,,
laperda01,,,Daniel,Laperriere,,Daniel Jacques,,73,195,L,10886,2956,laperda01,1992,1995,,,D,1969,3,28,Canada,QC,Laval,,,,,,
laperia01,,,Ian,Laperriere,,Ian,,73,200,R,14934,2957,laperia01,1993,2009,,,C,1974,1,19,Canada,QC,Montreal,,,,,,
laperja01,laperja01c,laperja01h,Jacques,Laperriere,,Jacques Joseph Hughes,,74,180,L,P198703,2958,laperja01,1962,1973,,,D,1941,11,22,Canada,QC,Rouyn-Noranda,,,,,,
lapieca01,,,Camille,Lapierre,,Camille,,70,160,L,,8781,lapieca01,,,1972,1973,D,1951,2,8,Canada,QC,Chicoutimi,,,,,,
lapiema01,,,Maxim,Lapierre,,,,74,196,R,20910,62360,lapiema01,2005,2011,,,C,1985,3,29,Canada,QC,St-Leonard,,,,,,
laplada01,,,Darryl,Laplante,,Darryl,,72,198,L,10979,19361,laplada01,1997,1999,,,C,1977,3,28,Canada,AB,Calgary,,,,,,
lapoicl01,,,Claude,Lapointe,,Claude,,69,188,L,10887,2959,lapoicl01,1990,2003,,,C,1968,10,11,Canada,QC,Lachine,,,,,,
lapoigu01,,lapoigu01h,Guy,Lapointe,,Guy Gerard,Pointu,72,205,L,P199301,2960,lapoigu01,1968,1983,,,D,1948,3,18,Canada,QC,Montreal,,,,,,
lapoima01,,,Martin,Lapointe,,Martin,The Bulldog,71,215,R,10888,2962,lapoima01,1991,2007,,,R,1973,9,12,Canada,QC,Ville St. Pierre,,,,,,
lapoino01,,,Normand,Lapointe,,Normand,,74,175,L,,2963,lapoino01,,,1975,1977,G,1955,8,13,Canada,QC,Laval,,,,,,
lapoiri01,,,Rick,Lapointe,,Richard Paul,Jumbo,74,200,L,13308,2964,lapoiri01,1975,1985,,,D,1955,8,2,Canada,BC,Victoria,1999,10,17,,,
,lapoiro01c,,Ron,Lapointe,,Ronald,,,,,,2965,lapoiro99c,,,,,,1949,11,12,Canada,QC,Verdun,1992,3,23,,,
lappare01,,,Reijo,Lappanen,,,,,,,,,lappare01,,,1978,1978,,,,,,,,,,,,,
lappipe01,,,Peter,Lappin,,Peter John,,71,180,R,10891,2969,lappipe01,1989,1991,,,R,1965,12,31,USA,IL,St. Charles,,,,,,
laprabe01,,,Benjamin,LaPrairie,,Benjamin,Bun,70,160,R,13310,21408,laprabe01,1936,1936,,,D,1911,10,20,USA,MI,Sault Ste. Marie,1986,4,20,,,
lapraed01,,lapraed01h,Edgar,Laprade,,Edgar Louis,Beaver,68,160,R,P199302,2970,lapraed01,1945,1954,,,C,1919,10,10,Canada,ON,Mine Center,,,,,,
laraqge01,,,Georges,Laraque,,Georges,,75,243,R,10981,19350,laraqge01,1997,2009,,,R,1976,12,7,Canada,QC,Montreal,,,,,,
larioig01,,larioig01h,Igor,Larionov,,Igor,The Professor,69,170,L,P200802,2973,larioig01,1989,2003,,,C,1960,12,3,Russia,,Voskresensk,,,,,,
larivga01,,,Garry,Lariviere,,Garry Joseph,Bimbo,72,190,R,13311,2975,larivga01,1979,1982,1974,1978,D,1954,12,6,Canada,ON,St. Catharines,,,,,,
larmadr01,,,Drew,Larman,,,,75,195,R,21908,71844,larmadr01,2006,2009,,,C,1985,5,15,USA,NY,Buffalo,,,,,,
larmeje01,,,Jeff,Larmer,,Jeffrey,,70,175,L,13312,2977,larmeje01,1981,1985,,,L,1962,11,10,Canada,ON,Peterborough,,,,,,
larmest01,,,Steve,Larmer,,Steven Donald,,71,195,L,10895,2978,larmest01,1980,1994,,,R,1961,6,16,Canada,ON,Peterborough,,,,,,
laroc01,,,,Larochelle,,,,,,,,,,,,,,G,,,,,,,,,,,,
larocde01,,,Denis,Larocque,,Denis,Denny,73,195,L,13314,2980,larocde01,1987,1987,,,D,1967,10,5,Canada,ON,Hawkesbury,,,,,,
larocma01,,,Mario,Larocque,,Mario,,74,182,L,14763,20205,larocma01,1998,1998,,,D,1978,4,24,Canada,QC,Montreal,,,,,,
larocmi01,,,Michel,Larocque,,Michel Raymond,Bunny,70,200,L,18585,2981,larocmi01,1973,1983,,,G,1952,4,6,Canada,QC,Hull,1992,7,29,Canada,QC,Hull
larocmi02,,,Michel,Larocque,,,,71,200,L,18785,27631,larocmi02,2000,2000,,,G,1976,10,3,Germany,,Lahr,,,,,,
larocwi01,,,Wildor,Larochelle,,Wildor,,68,158,R,13313,2979,larocwi01,1925,1936,,,R,1906,9,23,Canada,QC,Sorel,1964,3,21,,,
larosbo01,,,Bonner,Larose,,Charles,,68,170,R,13315,23692,larosbo01,1925,1925,,,L,1901,2,14,Canada,ON,Ottawa,1961,1,23,,,
larosch01,,,Chad,LaRose,,,,70,181,R,21201,55298,larosch01,2005,2011,,,R,1982,3,27,USA,MI,Fraser,,,,,,
laroscl01,,,Claude,Larose,,Claude David,,72,180,R,13317,2983,laroscl01,1962,1977,,,R,1943,3,2,Canada,ON,Hearst,,,,,,
laroscl02,,,Claude,Larose,,Claude Andre,Rosie,70,175,L,13316,12047,laroscl02,1979,1981,1975,1978,L,1955,5,17,Canada,QC,St. Jean,,,,,,
larosco01,,,Cory,Larose,,,,72,191,L,19541,29320,larosco01,2003,2003,,,C,1975,5,14,Canada,NB,Campbellton,,,,,,
larosgu01,,,Guy,Larose,,Guy,,69,180,L,10896,2984,larosgu01,1988,1994,,,C,1967,8,31,Canada,QC,Hull,,,,,,
larospa01,,,Paul,Larose,,Paul,,68,160,R,,8685,larospa01,,,1972,1974,R,1950,1,11,Canada,QC,Noranda,,,,,,
larosra01,,,Ray,Larose,,Raymond,,72,184,L,,10588,larosra01,,,1972,1973,D,1941,11,20,Canada,QC,Waterloo,,,,,,
laroupi01,,,Pierre,Larouche,,Pierre R.,Lucky Pierre,71,175,R,13318,2985,laroupi01,1974,1987,,,C,1955,11,16,Canada,QC,Taschereau,,,,,,
laroust01,,,Steve,Larouche,,Steven,,72,180,R,10897,2986,laroust01,1994,1995,,,C,1971,4,14,Canada,QC,Rouyn-Noranda,,,,,,
larsebr01,,,Brad,Larsen,,Bradley Alexander,,72,210,L,10983,14469,larsebr01,1997,2007,,,L,1977,6,28,Canada,BC,Nakusp,,,,,,
larseph01,,,Philip,Larsen,,,,73,183,R,,101280,larseph01,2009,2011,,,D,1989,12,7,Denmark,,Esbjerg,,,,,,
larsono01,,,Norm,Larson,,Norman Lyle,,72,175,R,13319,13225,larsono01,1940,1946,,,R,1920,10,13,Canada,SK,Moose Jaw,2001,12,22,,,
larsore01,,,Reed,Larson,,Reed David,,72,195,R,13320,2990,larsore01,1976,1989,,,D,1956,7,30,USA,MN,Minneapolis,,,,,,
larssad01,,,Adam,Larsson,,,,75,200,,,,larssad01,2011,2011,,,D,1992,11,12,,,,,,,,,
larsscu01,,,Curt,Larsson,,Curt,,71,171,L,,10550,larsscu01,,,1974,1976,G,1944,12,11,Sweden,,Nykoping,,,,,,
lartety01,,,Tyler,Larter,,Tyler,,70,185,L,10901,2991,lartety01,1989,1989,,,C,1968,3,12,Canada,PE,Charlottetown,,,,,,
larwado01,,,Don,Larway,,Donald John,,73,192,R,,2992,larwado01,,,1974,1978,R,1954,2,2,Canada,MB,Oak Lake,,,,,,
lasakja01,,,Jan,Lasak,,,,73,200,L,19311,45125,lasakja01,2001,2002,,,G,1979,4,10,Slovakia,,Zvolen,,,,,,
lashoma01,,,Matt,Lashoff,,,,74,204,L,21641,76834,lashoma01,2006,2010,,,D,1986,9,29,USA,NY,Albany,,,,,,
laskoga01,,,Gary,Laskowski,,Gary,,73,175,L,18586,2993,laskoga01,1982,1983,,,G,1959,6,6,Canada,ON,Ottawa,,,,,,
latalji01,,,Jiri,Latal,,Jiri,,72,190,L,13321,2994,latalji01,1989,1991,,,D,1967,2,2,Czech Republic,,Olomouc,,,,,,
latengu01,,,Guillaume,Latendresse,,,,74,229,L,21664,73285,latengu01,2006,2011,,,R,1987,5,24,Canada,QC,Ste-Catherine,,,,,,
latosja01,,,James,Latos,,James,Knuckles,73,200,R,13322,2996,latosja01,1988,1988,,,R,1966,1,4,Canada,SK,Wakaw,,,,,,
latreph01,,,Phil,Latreille,,Philip J.,,70,185,R,13323,10754,latreph01,1960,1960,,,R,1938,4,22,Canada,QC,Montreal,,,,,,
lattada01,,,David,Latta,,David Allan,,73,190,L,10902,2997,lattada01,1985,1990,,,L,1967,1,3,Canada,ON,Thunder Bay,,,,,,
laudema01,,,Martin,Lauder,,William Thomas Martin,Marty/Harry,66,165,L,13324,21921,laudema01,1927,1927,,,D,1907,1,26,Canada,ON,Durham,1959,9,6,Canada,ON,Durham
lauenmi01,,,Mike,Lauen,,Michael Arthur,,73,185,R,13325,8823,lauenmi01,1983,1983,,,R,1961,2,9,USA,MN,Edina,,,,,,
lauerbr01,,,Brad,Lauer,,Bradley R.,,72,195,L,10903,2998,lauerbr01,1986,1995,,,L,1966,10,27,Canada,SK,Humboldt,,,,,,
laughcr01,,,Craig,Laughlin,,Craig Alan,,72,190,R,13326,2999,laughcr01,1981,1988,,,R,1957,9,19,Canada,ON,Toronto,,,,,,
laughmi01,,,Mike,Laughton,,Michael Frederick,,74,185,L,13327,3000,laughmi01,1967,1970,1972,1974,C,1944,2,21,Canada,BC,Nelson,,,,,,
laukkja01,,,Janne,Laukkanen,,Janne,,72,196,L,10904,3001,laukkja01,1994,2002,,,D,1970,3,19,Finland,,Lahti,,,,,,
lauredo01,,,Don,Laurence,,Donald Gray,Red,69,175,R,13328,3002,lauredo01,1978,1979,,,C,1957,6,27,Canada,ON,Galt,,,,,,
lauspa01,,,Paul,Laus,,Paul,,73,215,R,10905,3005,lauspa01,1993,2001,,,D,1970,9,26,Canada,ON,Beamsville,,,,,,
lavaljo01,,,Jordan,LaVallee,,,,75,220,L,21734,70650,lavaljo01,2007,2008,,,L,1986,5,11,USA,OR,Corvallis,,,,,,
lavalke01,,,Kevin,LaVallee,,Kevin A.,,68,180,L,13329,8838,lavalke01,1980,1986,,,L,1961,9,16,Canada,ON,Sudbury,,,,,,
lavarma01,,,Mark,LaVarre,,Mark J.,,71,170,R,13330,2878,lavarma01,1985,1987,,,R,1965,2,21,USA,IL,Evanston,,,,,,
lavenbr01,,,Brian,Lavender,,Brian James,,72,174,L,13331,3010,lavenbr01,1971,1974,1975,1975,L,1947,4,20,Canada,AB,Edmonton,,,,,,
laviger01,,,Eric,Lavigne,,Eric,,75,195,L,10906,3011,laviger01,1994,1994,,,D,1972,11,4,Canada,QC,Victoriaville,,,,,,
lavioja01,lavioja01c,lavioja01h,Jack,Laviolette,,John Baptiste,,71,170,R,P196212,3013,lavioja01,1917,1917,,,D,1879,7,27,Canada,ON,Belleville,1960,1,9,,,
laviope01,laviope01c,,Peter,Laviolette,,Peter,,74,200,L,10907,3012,laviope01,1988,1988,,,D,1964,12,7,USA,MA,Franklin,,,,,,
lavoido01,,,Dominic,Lavoie,,Dominic,The Hammer,74,205,R,10909,3014,lavoido01,1988,1993,,,D,1967,11,21,Canada,QC,Montreal,,,,,,
lavrevl01,,,Vladimir,Lavrentiev,,,,,,,,,lavrevl01,,,1977,1977,R,,,,,,,,,,,,
lawki01,,,Kirby,Law,,,,73,185,R,19260,28690,lawki01,2000,2003,,,R,1977,3,11,Canada,MB,McCreary,,,,,,
lawlepa01,,,Paul,Lawless,,Paul,,71,185,L,13333,3017,lawlepa01,1982,1989,,,L,1964,7,2,Canada,ON,Scarborough,,,,,,
lawrema01,,,Mark,Lawrence,,Mark James,,76,215,R,10910,3019,lawrema01,1994,2000,,,R,1972,1,27,Canada,ON,Burlington,,,,,,
lawsoda01,,,Danny,Lawson,,Daniel Michael,,71,180,R,13334,3020,lawsoda01,1967,1971,1972,1976,R,1947,10,30,Canada,ON,Toronto,,,,,,
lawsona01,,,Nathan,Lawson,,,,74,191,,,,lawsona01,2010,2010,,,G,1983,9,29,Canada,AB,Calgary,,,,,,
lawtobr01,,,Brian,Lawton,,Brian R.,,72,180,L,10911,3021,lawtobr01,1983,1992,,,L,1965,6,29,USA,NJ,New Brunswick,,,,,,
laxdade01,,,Derek,Laxdal,,Derek,,73,175,R,10912,3022,laxdade01,1984,1990,,,R,1966,2,21,Canada,MB,Gimli,,,,,,
laxtogo01,,,Gord,Laxton,,Gordon,,70,195,L,18587,6457,laxtogo01,1975,1978,,,G,1955,3,16,Canada,QC,Montreal,,,,,,
laycoha01,laycoha01c,,Hal,Laycoe,,Harold Richardson,,74,185,L,13335,3024,laycoha01,1945,1955,,,D,1922,6,23,Canada,SK,Sutherland,1997,4,29,,,
lazarje01,,,Jeff,Lazaro,,Jeffrey Adam,,70,180,L,10915,3027,lazarje01,1990,1992,,,L,1968,3,21,USA,MA,Waltham,,,,,,
leachja01,,,Jamie,Leach,,William,,73,205,R,10916,3039,leachja01,1989,1993,,,R,1969,8,25,Canada,MB,Winnipeg,,,,,,
leachja02,,,Jay,Leach,,Jay Christopher,,76,220,L,16810,35553,leachja02,2005,2010,,,D,1979,9,2,USA,NY,Syracuse,,,,,,
leachla01,,,Larry,Leach,,Lawrence Raymond,,74,175,L,13336,10634,leachla01,1958,1961,,,C,1936,6,18,Canada,SK,Lloydminster,,,,,,
leachre01,,,Reggie,Leach,,Reginald Joseph,The Riverton Rifle,72,180,R,13337,3042,leachre01,1970,1982,,,R,1950,4,23,Canada,MB,Riverton,,,,,,
leachst01,,,Stephen,Leach,,Stephen,,71,197,R,10917,3043,leachst01,1985,1999,,,R,1966,1,16,USA,MA,Cambridge,,,,,,
,,leadeal01h,Al,Leader,,George Alfred,,,,,B196901,,,,,,,,1903,12,4,Canada,MB,Barnsley,1982,5,8,,,
leahypa01,,,Patrick,Leahy,,Patrick Daniel,,75,200,R,16812,33827,leahypa01,2003,2006,,,L,1979,6,9,USA,MA,Brighton,,,,,,
leaviji01,,,Jim,Leavins,,James T.,,71,185,L,13339,6909,leaviji01,1985,1986,,,D,1960,7,28,Canada,SK,Dinsmore,,,,,,
lebdabr01,,,Brett,Lebda,,,,69,195,L,21236,55640,lebdabr01,2005,2011,,,D,1982,1,15,USA,IL,Buffalo Grove,,,,,,
lebeapa01,,,Patrick,Lebeau,,Patrick,,70,172,L,10919,3047,lebeapa01,1990,1998,,,L,1970,3,17,Canada,QC,St. Jerome,,,,,,
lebeast01,,,Stephan,Lebeau,,Stephan,,70,173,R,10920,3048,lebeast01,1988,1994,,,C,1968,2,28,Canada,QC,St. Jerome,,,,,,
,,lebelro01h,Robert,Lebel,,,Bob,,,,B197001,,,,,,,,1905,9,21,Canada,QC,Quebec City,1999,9,20,,,
leblaal01,,,Alex,Leblanc,,Alexandre,,,,,,,,,,,,G,,,,,,,,,,,,
leblafe01,,,Fern,LeBlanc,,Fernand,,69,170,L,13340,8535,leblafe01,1976,1978,,,C,1956,1,12,Canada,QC,Baie Comeau,,,,,,
leblajo01,,,John,LeBlanc,,Jean Glenn,,73,190,L,10921,3032,leblajo01,1986,1994,,,L,1964,1,21,Canada,NB,Campbellton,,,,,,
leblajp01,,,J.P.,LeBlanc,,Jean Paul,,70,170,L,13341,3056,leblajp01,1968,1978,1972,1975,C,1946,10,20,Canada,QC,South Durham,,,,,,
leblalo01,,,Louis,Leblanc,,,,72,184,,,,leblalo01,2011,2011,,,C,1991,1,26,,,,,,,,,
leblara01,,,Ray,LeBlanc,,Raymond J.,,70,170,R,18316,3033,leblara01,1991,1991,,,G,1964,10,24,USA,MA,Fitchburg,,,,,,
leboupe01,,,Peter,LeBoutillier,,Peter,,73,190,R,14999,21472,leboupe01,1996,1997,,,R,1975,1,11,Canada,MB,Minnedosa,,,,,,
lebrual01,,,Al,LeBrun,,Albert Ivan,,72,185,R,13342,3059,lebrual01,1960,1965,,,D,1940,12,1,Canada,ON,Timmins,,,,,,
lecaibi01,,,Bill,Lecaine,,William Joseph,,72,172,L,13343,10476,lecaibi01,1968,1968,,,L,1940,3,11,Canada,SK,Moose Jaw,,,,,,
lecavvi01,,,Vincent,Lecavalier,,Vincent,,76,223,L,16816,26809,lecavvi01,1998,2011,,,C,1980,4,21,Canada,QC,Ile Bizard,,,,,,
leclaja01,,,Jack,LeClair,,John Louis,,70,150,L,13344,3035,leclaja01,1954,1956,,,R,1929,5,30,Canada,QC,Quebec,,,,,,
leclajo01,,,John,LeClair,,John Clark,,75,226,L,10923,3036,leclajo01,1990,2006,,,L,1969,7,5,USA,VT,St. Albans,,,,,,
leclapa01,,,Pascal,Leclaire,,,,74,200,L,20220,43875,leclapa01,2003,2010,,,G,1982,11,7,Canada,QC,Repentigny,,,,,,
leclemi01,,,Mike,Leclerc,,Michael,,74,208,L,10990,19359,leclemi01,1996,2005,,,L,1976,11,10,Canada,MB,Winnipeg,,,,,,
leclere01,,,Rene,Leclerc,,Renald,,71,165,R,13345,10826,leclere01,1968,1970,1972,1978,R,1947,11,12,Canada,QC,Ville de Vanier,,,,,,
lecuydo01,,,Doug,Lecuyer,,Douglas J.,,69,180,L,13346,3062,lecuydo01,1978,1982,,,L,1958,3,10,Canada,AB,Wainwright,,,,,,
leddyni01,,,Nick,Leddy,,,,71,179,,,,leddyni01,2010,2011,,,D,1991,3,20,USA,MN,Eden Prairie,,,,,,
ledinpe01,,,Per,Ledin,,,,72,194,L,22883,47259,ledinpe01,2008,2008,,,L,1978,9,14,Sweden,,Lulea,,,,,,
ledinwa01,,,Walt,Ledingham,,Walter Norman,,71,180,L,13347,6641,ledinwa01,1972,1976,,,L,1950,10,26,Canada,SK,Midale,,,,,,
leducal01,,,Albert,Leduc,,Albert J.,Battleship,69,180,R,13348,3064,leducal01,1925,1934,,,D,1902,11,22,Canada,QC,Valleyfield,1990,7,31,,,
leducbo01,leducbo01c,,Bob,Leduc,,Robert Joseph,,70,185,L,,3065,leducbo01,,,1972,1974,C/L,1944,5,24,Canada,ON,Sudbury,,,,,,
leduced01,,,Edgar,Leduc,,Edgar,,66,150,L,,,,,,,,L,1888,2,4,Canada,QC,Valleyfield,,,,,,
leducri01,,,Rich,LeDuc,,Richard Henri,,71,170,L,13349,3066,leducri01,1972,1980,1974,1978,C,1951,8,24,Canada,QC,Ile Perot,,,,,,
ledyagr01,,,Grant,Ledyard,,Grant S.,Granville,74,195,L,10924,3067,ledyagr01,1984,2001,,,D,1961,11,19,Canada,MB,Winnipeg,,,,,,
leebbr01,,,Brad,Leeb,,Bradley,,71,187,L,19553,28823,leebbr01,1999,2003,,,R,1979,8,27,Canada,AB,Red Deer,,,,,,
leebgr01,,,Greg,Leeb,,,,69,165,L,17016,26823,leebgr01,2000,2000,,,C,1977,5,31,Canada,AB,Red Deer,,,,,,
leebo01,,,Bobby,Lee,,Robert P.,,70,165,L,13350,28469,leebo01,1942,1942,,,C,1911,12,28,Canada,QC,Verdun,1974,12,31,,,
leebr01,,,Brian,Lee,,,,74,202,R,21628,83000,leebr01,2007,2011,,,D,1987,3,26,USA,ND,Fargo,,,,,,
leeed01,,,Edward,Lee,,Edward Hubert,,74,180,R,13351,9207,leeed01,1984,1984,,,R,1961,12,17,USA,RI,Mount Bristol,,,,,,
leemaga01,,,Gary,Leeman,,Gary,,71,175,R,10925,3070,leemaga01,1982,1996,,,R,1964,2,19,Canada,ON,Toronto,,,,,,
leepe01,,,Peter,Lee,,Peter John,,69,180,R,13352,3069,leepe01,1977,1982,,,R,1956,1,2,England,,Ellesmere,,,,,,
