coachID,year,tmID,lgID,stint,notes,g,w,l,t,postg,postw,postl,postt
keenami01c,2002,FLO,NHL,1,,82,24,45,13,,,,
keenami01c,2003,FLO,NHL,1,,15,5,8,2,,,,
keenami01c,2007,CAL,NHL,1,,82,42,30,10,7,3,4,0
keenami01c,2008,CAL,NHL,1,,82,46,30,6,6,2,4,0
kehoeri01c,2001,PIT,NHL,2,,78,28,42,8,,,,
kehoeri01c,2002,PIT,NHL,1,,82,27,49,6,,,,
kelleja01c,1972,NEW,WHA,1,,78,46,30,2,15,12,3,0
kelleja01c,1974,NEW,WHA,2,,5,3,2,0,6,2,4,0
kelleja01c,1975,NEW,WHA,1,,33,14,16,3,,,,
kellypa01c,1976,BIR,WHA,2,,57,24,30,3,,,,
kellypa01c,1977,COR,NHL,1,,80,19,40,21,2,0,2,0
kellypa01c,1978,COR,NHL,1,,21,3,14,4,,,,
kellyre01c,1967,LAK,NHL,1,,74,31,33,10,7,3,4,0
kellyre01c,1968,LAK,NHL,1,,76,24,42,10,11,4,7,0
kellyre01c,1969,PIT,NHL,1,,76,26,38,12,10,6,4,0
kellyre01c,1970,PIT,NHL,1,,78,21,37,20,,,,
kellyre01c,1971,PIT,NHL,1,,78,26,38,14,4,0,4,0
kellyre01c,1972,PIT,NHL,1,,42,17,19,6,,,,
kellyre01c,1973,TOR,NHL,1,,78,35,27,16,4,0,4,0
kellyre01c,1974,TOR,NHL,1,,80,31,33,16,7,2,5,0
kellyre01c,1975,TOR,NHL,1,,80,34,31,15,10,5,5,0
kellyre01c,1976,TOR,NHL,1,,80,33,32,15,9,4,5,0
kennege01c,1910,MOC,NHA,1,,16,8,8,0,,,,
kennege01c,1915,MOC,NHA,1,,24,16,7,1,,,,
kennege01c,1916,MOC,NHA,1,,20,10,10,0,,,,
kinasra01c,1972,ALB,WHA,1,,78,38,37,3,,,,
kingda01c,1992,CAL,NHL,1,,84,43,30,11,6,2,4,0
kingda01c,1993,CAL,NHL,1,,84,42,29,13,7,3,4,0
kingda01c,1994,CAL,NHL,1,,48,24,17,7,7,3,4,0
kingda01c,2000,CBS,NHL,1,,82,28,45,9,,,,
kingda01c,2001,CBS,NHL,1,,82,22,52,8,,,,
kingda01c,2002,CBS,NHL,1,,40,14,22,4,,,,
kingsge01c,1991,SJS,NHL,1,,80,17,58,5,,,,
kingsge01c,1992,SJS,NHL,1,,84,11,71,2,,,,
kishla01c,1982,HAR,NHL,1,,49,12,32,5,,,,
kitchmi01c,2003,STL,NHL,2,,21,10,7,4,5,1,4,0
kitchmi01c,2005,STL,NHL,1,,82,21,46,15,,,,
kitchmi01c,2006,STL,NHL,1,,28,7,17,4,,,,
krommbo01c,1975,WIJ,WHA,1,,81,52,27,2,13,12,1,0
krommbo01c,1976,WIJ,WHA,1,,80,46,32,2,20,11,9,0
krommbo01c,1977,DET,NHL,1,,80,32,34,14,7,3,4,0
krommbo01c,1978,DET,NHL,1,,80,23,41,16,,,,
krommbo01c,1979,DET,NHL,1,,71,24,36,11,,,,
kurteor01c,1976,VAN,NHL,2,,45,16,19,10,,,,
kurteor01c,1977,VAN,NHL,1,,80,20,43,17,,,,
laforbi01c,1984,VAN,NHL,1,,20,4,14,2,,,,
lalonne01c,1917,MTL,NHL,1,,22,13,9,0,2,1,1,0
lalonne01c,1918,MTL,NHL,1,,18,10,8,0,10,6,3,1
lalonne01c,1919,MTL,NHL,1,,24,13,11,0,,,,
lalonne01c,1920,MTL,NHL,1,,24,13,11,0,,,,
lalonne01c,1921,MTL,NHL,1,,7,2,5,0,,,,
lalonne01c,1922,SAC,WCHL,1,,30,8,20,2,,,,
lalonne01c,1923,SAC,WCHL,1,,30,15,12,3,,,,
lalonne01c,1924,SAS,WCHL,1,,28,16,11,1,2,0,1,1
lalonne01c,1925,SAS,WCHL,1,,30,18,11,1,2,0,1,1
lalonne01c,1926,NYA,NHL,1,,44,17,25,2,,,,
lalonne01c,1929,OTS,NHL,1,,44,21,15,8,2,0,1,1
lalonne01c,1930,OTS,NHL,1,,44,10,30,4,,,,
lalonne01c,1932,MTL,NHL,1,,48,18,25,5,2,0,1,1
lalonne01c,1933,MTL,NHL,1,,48,22,20,6,2,0,1,1
lalonne01c,1934,MTL,NHL,1,,16,5,8,3,,,,
lamorlo01c,2005,NJD,NHL,2,,50,32,14,4,9,5,4,0
lamorlo01c,2006,NJD,NHL,2,,3,2,0,1,11,5,6,0
laperja01c,1995,MTL,NHL,2,,1,0,1,0,,,,
lapoiro01c,1987,QUE,NHL,2,,56,22,30,4,,,,
lapoiro01c,1988,QUE,NHL,1,,33,11,20,2,,,,
lavioja01c,1909,LES,NHA,1,,12,2,10,0,,,,
laviope01c,2001,NYI,NHL,1,,82,42,32,8,7,3,4,0
laviope01c,2002,NYI,NHL,1,,82,35,36,11,5,1,4,0
laviope01c,2003,CAR,NHL,2,,52,20,26,6,,,,
laviope01c,2005,CAR,NHL,1,,82,52,22,8,25,16,9,0
laviope01c,2006,CAR,NHL,1,,82,40,34,8,,,,
laviope01c,2007,CAR,NHL,1,,82,43,33,6,,,,
laviope01c,2008,CAR,NHL,1,,25,12,11,2,,,,
laviope01c,2009,PHI,NHL,2,,57,28,24,5,23,14,9,0
laviope01c,2010,PHI,NHL,1,,82,47,23,12,11,4,7,0
laviope01c,2011,PHI,NHL,1,,82,47,26,9,11,5,6,0
laycoha01c,1969,LAK,NHL,1,,24,5,18,1,,,,
laycoha01c,1970,VAN,NHL,1,,78,24,46,8,,,,
laycoha01c,1971,VAN,NHL,1,,78,20,50,8,,,,
leducbo01c,1974,TOT,WHA,2,,37,20,16,1,6,2,4,0
legergi01c,1975,TOT,WHA,2,,26,9,17,0,,,,
legergi01c,1976,BIR,WHA,1,,24,7,16,1,,,,
lehmahu01c,1927,CHI,NHL,2,,21,3,17,1,,,,
lemaija01c,1983,MTL,NHL,2,,17,7,10,0,15,9,6,0
lemaija01c,1984,MTL,NHL,1,,80,41,27,12,12,6,6,0
lemaija01c,1993,NJD,NHL,1,,84,47,25,12,20,11,9,0
lemaija01c,1994,NJD,NHL,1,,48,22,18,8,20,16,4,0
lemaija01c,1995,NJD,NHL,1,,82,37,33,12,,,,
lemaija01c,1996,NJD,NHL,1,,82,45,23,14,10,5,5,0
lemaija01c,1997,NJD,NHL,1,,82,48,23,11,6,2,4,0
lemaija01c,2000,MIN,NHL,1,,82,25,44,13,,,,
lemaija01c,2001,MIN,NHL,1,,82,26,44,12,,,,
lemaija01c,2002,MIN,NHL,1,,82,42,30,10,18,8,10,0
lemaija01c,2003,MIN,NHL,1,,82,30,32,20,,,,
lemaija01c,2005,MIN,NHL,1,,82,38,36,8,,,,
lemaija01c,2006,MIN,NHL,1,,82,48,26,8,5,1,4,0
lemaija01c,2007,MIN,NHL,1,,82,44,28,10,6,2,4,0
lemaija01c,2008,MIN,NHL,1,,82,40,33,9,,,,
lemaija01c,2009,NJD,NHL,1,,82,48,27,7,5,1,4,0
lemaija01c,2010,NJD,NHL,2,,49,29,17,3,,,,
lepinpi01c,1939,MTL,NHL,1,,48,10,33,5,,,,
lesuepe01c,1923,HAM,NHL,1,,10,3,7,0,,,,
lewisda01c,1998,DET,NHL,1,co-coach with Barry Smith,5,4,1,0,,,,
lewisda01c,2002,DET,NHL,1,,82,48,24,10,4,0,4,0
lewisda01c,2003,DET,NHL,1,,82,48,23,11,12,6,6,0
lewisda01c,2006,BOS,NHL,1,,82,35,41,6,,,,
leyri01c,1989,HAR,NHL,1,,80,38,33,9,7,3,4,0
leyri01c,1990,HAR,NHL,1,,80,31,38,11,6,2,4,0
leyri01c,1994,VAN,NHL,1,,48,18,18,12,11,4,7,0
leyri01c,1995,VAN,NHL,1,,76,29,32,15,,,,
lindste01c,1979,DET,NHL,2,,9,2,7,0,,,,
lindste01c,1980,DET,NHL,1,,20,3,14,3,,,,
livined01c,1915,TBS,NHA,1,,24,9,14,1,,,,
livined01c,1916,TBS,NHA,1,,14,7,7,0,,,,
longba01c,1983,WIN,NHL,3,,59,25,25,9,3,0,3,0
longba01c,1984,WIN,NHL,1,,80,43,27,10,8,3,5,0
longba01c,1985,WIN,NHL,1,,66,19,41,6,,,,
loughcl01c,1934,CHI,NHL,1,,48,26,17,5,2,0,1,1
loughcl01c,1935,CHI,NHL,1,,48,21,19,8,2,1,1,0
loughcl01c,1936,CHI,NHL,1,,48,14,27,7,,,,
loweke01c,1999,EDM,NHL,1,,82,32,34,16,5,1,4,0
lowro01c,1994,EDM,NHL,2,,13,5,7,1,,,,
lowro01c,1995,EDM,NHL,1,,82,30,44,8,,,,
lowro01c,1996,EDM,NHL,1,,82,36,37,9,12,5,7,0
lowro01c,1997,EDM,NHL,1,,82,35,37,10,12,5,7,0
lowro01c,1998,EDM,NHL,1,,82,33,37,12,4,0,4,0
lowro01c,2000,NYR,NHL,1,,82,33,44,5,,,,
lowro01c,2001,NYR,NHL,1,,82,36,42,4,,,,
ludzist01c,1999,TBL,NHL,1,,82,19,54,9,,,,
ludzist01c,2000,TBL,NHL,1,,39,12,22,5,,,,
macdopa01c,1973,MNS,NHL,2,,61,20,30,11,,,,
macdopa01c,1981,LAK,NHL,1,,42,13,24,5,,,,
macledo02c,1995,FLO,NHL,1,,82,41,31,10,22,12,10,0
macledo02c,1996,FLO,NHL,1,,82,35,28,19,5,1,4,0
macledo02c,1997,FLO,NHL,1,,23,7,12,4,,,,
macledo02c,2002,CBS,NHL,2,,42,15,23,4,,,,
macledo02c,2003,CBS,NHL,1,,37,9,24,4,,,,
maclejo01c,2010,NJD,NHL,1,,33,9,22,2,,,,
maclepa01c,2011,OTT,NHL,1,,82,41,31,10,7,3,4,0
macmibi01c,1980,COR,NHL,1,,80,22,45,13,,,,
macmibi01c,1982,NJD,NHL,1,,80,17,49,14,,,,
macmibi01c,1983,NJD,NHL,1,,20,2,18,0,,,,
macneal01c,1970,MTL,NHL,2,,55,31,15,9,20,12,8,0
macneal01c,1979,ATF,NHL,1,,80,35,32,13,4,1,3,0
macneal01c,1980,CAL,NHL,1,,80,39,27,14,16,9,7,0
macneal01c,1981,CAL,NHL,1,,80,29,34,17,3,0,3,0
macneal01c,2002,CAL,NHL,2,,11,4,5,2,,,,
mactacr01c,2000,EDM,NHL,1,,82,39,31,12,6,2,4,0
mactacr01c,2001,EDM,NHL,1,,82,38,32,12,,,,
mactacr01c,2002,EDM,NHL,1,,82,36,35,11,6,2,4,0
mactacr01c,2003,EDM,NHL,1,,82,36,34,12,,,,
mactacr01c,2005,EDM,NHL,1,,82,41,28,13,24,15,9,0
mactacr01c,2006,EDM,NHL,1,,82,32,43,7,,,,
mactacr01c,2007,EDM,NHL,1,,82,41,35,6,,,,
mactacr01c,2008,EDM,NHL,1,,82,38,35,9,,,,
magnuke01c,1980,CHI,NHL,1,,80,31,33,16,3,0,3,0
magnuke01c,1981,CHI,NHL,1,,52,18,24,10,,,,
mahonbi01c,1983,MNS,NHL,1,,80,39,31,10,16,7,9,0
mahonbi01c,1984,MNS,NHL,1,,13,3,8,2,,,,
malonda01c,1984,TOR,NHL,1,,80,20,52,8,,,,
malonda01c,1985,TOR,NHL,1,,80,25,48,7,10,6,4,0
malonda01c,1986,WIN,NHL,1,,80,40,32,8,10,4,6,0
malonda01c,1987,WIN,NHL,1,,80,33,36,11,5,1,4,0
malonda01c,1988,WIN,NHL,1,,52,18,25,9,,,,
malonph01c,1973,VAN,NHL,2,,37,15,18,4,,,,
malonph01c,1974,VAN,NHL,1,,80,38,32,10,5,1,4,0
malonph01c,1975,VAN,NHL,1,,80,33,32,15,2,0,2,0
malonph01c,1976,VAN,NHL,1,,35,9,23,3,,,,
manthsy01c,1935,MTL,NHL,1,,48,11,26,11,,,,
marshbe01c,1981,COR,NHL,1,,24,3,17,4,,,,
marshja02c,1913,TBS,NHA,1,,20,13,7,0,,,,
marshja02c,1914,TBS,NHA,1,,20,8,12,0,,,,
martija02c,1986,STL,NHL,1,,80,32,33,15,6,2,4,0
martija02c,1987,STL,NHL,1,,80,34,38,8,10,5,5,0
martija02c,1995,OTT,NHL,3,,38,10,24,4,,,,
martija02c,1996,OTT,NHL,1,,82,31,36,15,7,3,4,0
martija02c,1997,OTT,NHL,1,,82,34,33,15,11,5,6,0
martija02c,1998,OTT,NHL,1,,82,44,23,15,4,0,4,0
martija02c,1999,OTT,NHL,1,,82,41,30,11,6,2,4,0
martija02c,2000,OTT,NHL,1,,82,48,25,9,4,0,4,0
martija02c,2001,OTT,NHL,1,,80,38,33,9,,,,
martija02c,2001,OTT,NHL,3,,,,,,12,7,5,0
martija02c,2002,OTT,NHL,1,,82,52,22,8,18,11,7,0
martija02c,2003,OTT,NHL,1,,82,43,29,10,7,3,4,0
martija02c,2005,FLO,NHL,1,,82,37,34,11,,,,
martija02c,2006,FLO,NHL,1,,82,35,31,16,,,,
martija02c,2007,FLO,NHL,1,,82,38,35,9,,,,
martija02c,2009,MTL,NHL,1,,82,39,33,10,19,9,10,0
martija02c,2010,MTL,NHL,1,,82,44,30,8,7,3,4,0
martija02c,2011,MTL,NHL,1,,32,13,12,7,,,,
mathego01c,1932,CHI,NHL,1,,2,0,2,0,,,,
mauripa01c,1995,HAR,NHL,2,,70,29,33,8,,,,
mauripa01c,1996,HAR,NHL,1,,82,32,39,11,,,,
mauripa01c,1997,CAR,NHL,1,,82,33,41,8,,,,
mauripa01c,1998,CAR,NHL,1,,82,34,30,18,6,2,4,0
mauripa01c,1999,CAR,NHL,1,,82,37,35,10,,,,
mauripa01c,2000,CAR,NHL,1,,82,38,35,9,6,2,4,0
mauripa01c,2001,CAR,NHL,1,,82,35,31,16,23,13,10,0
mauripa01c,2002,CAR,NHL,1,,82,22,49,11,,,,
mauripa01c,2003,CAR,NHL,1,,30,8,14,8,,,,
mauripa01c,2006,TOR,NHL,1,,82,40,31,11,,,,
mauripa01c,2007,TOR,NHL,1,,82,36,35,11,,,,
mauripa01c,2008,CAR,NHL,2,,57,33,19,5,18,8,10,0
mauripa01c,2009,CAR,NHL,1,,82,35,37,10,,,,
mauripa01c,2010,CAR,NHL,1,,82,40,31,11,,,,
mauripa01c,2011,CAR,NHL,1,,25,8,13,4,,,,
maxnewa01c,1980,DET,NHL,2,,60,16,29,15,,,,
maxnewa01c,1981,DET,NHL,1,,69,18,39,12,,,,
mayorbo01c,1977,SOV,WHA,1,,8,3,4,1,,,,
mayorbo01c,1978,SOV,WHA,1,,6,4,1,1,,,,
mccambo01c,1978,PHI,NHL,1,,50,22,17,11,,,,
mccambo01c,1981,PHI,NHL,2,,8,4,2,2,4,1,3,0
mccambo01c,1982,PHI,NHL,1,,80,49,23,8,3,0,3,0
mccambo01c,1983,PHI,NHL,1,,80,44,26,10,3,0,3,0
mccambo01c,1987,VAN,NHL,1,,80,25,46,9,,,,
mccambo01c,1988,VAN,NHL,1,,80,33,39,8,7,3,4,0
mccambo01c,1989,VAN,NHL,1,,80,25,41,14,,,,
mccambo01c,1990,VAN,NHL,1,,54,19,30,5,,,,
mccarja01c,1973,MFS,WHA,2,interim,2,2,0,0,,,,
mccarja01c,1974,MFS,WHA,2,interim,1,0,1,0,,,,
mccaste01c,1973,LAS,WHA,2,,59,20,39,0,,,,
mccrebi01c,1971,STL,NHL,2,,24,6,14,4,,,,
mccrebi01c,1973,VAN,NHL,1,,41,9,25,7,,,,
mccrebi01c,1974,CLF,NHL,2,,32,8,20,4,,,,
mcguipe01c,1993,HAR,NHL,2,,67,23,37,7,,,,
mckenjo01c,1972,PHB,WHA,1,,7,1,6,0,,,,
mckenjo01c,1973,VAB,WHA,1,,7,3,4,0,,,,
mckenke01c,1921,EDE,WCHL,1,,24,15,9,0,2,0,1,1
mckenke01c,1922,EDE,WCHL,1,,30,19,10,1,4,1,2,1
mckenke01c,1923,EDE,WCHL,1,,30,11,15,4,,,,
mckenke01c,1924,EDE,WCHL,1,,28,14,13,1,,,,
mckenke01c,1925,EDE,WCHL,1,,30,19,11,0,2,0,1,1
mcleljo01c,1969,TOR,NHL,1,,76,29,34,13,,,,
mcleljo01c,1970,TOR,NHL,1,,78,37,33,8,6,2,4,0
mcleljo01c,1971,TOR,NHL,1,,78,33,31,14,5,1,4,0
mcleljo01c,1972,TOR,NHL,1,,78,27,41,10,,,,
mclelto01c,2008,SJS,NHL,1,,82,53,18,11,6,2,4,0
mclelto01c,2009,SJS,NHL,1,,82,51,20,11,15,8,7,0
mclelto01c,2010,SJS,NHL,1,,82,48,25,9,18,9,9,0
mclelto01c,2011,SJS,NHL,1,,82,43,29,10,5,1,4,0
mcnamho01c,1916,TOB,NHA,1,,14,7,7,0,,,,
mcvieto01c,1975,WAS,NHL,2,,44,8,31,5,,,,
mcvieto01c,1976,WAS,NHL,1,,80,24,42,14,,,,
mcvieto01c,1977,WAS,NHL,1,,80,17,49,14,,,,
mcvieto01c,1978,WIJ,WHA,2,,19,11,8,0,10,8,2,0
mcvieto01c,1979,WIN,NHL,1,,77,19,47,11,,,,
mcvieto01c,1980,WIN,NHL,1,,28,1,20,7,,,,
mcvieto01c,1983,NJD,NHL,2,,60,15,38,7,,,,
mcvieto01c,1990,NJD,NHL,2,,13,4,5,4,7,3,4,0
mcvieto01c,1991,NJD,NHL,1,,80,38,31,11,7,3,4,0
meekeho01c,1956,TOR,NHL,1,,70,21,34,15,,,,
melroba01c,1992,LAK,NHL,1,,84,39,35,10,24,13,11,0
melroba01c,1993,LAK,NHL,1,,84,27,45,12,,,,
melroba01c,1994,LAK,NHL,1,,41,13,21,7,,,,
melroba01c,2008,TBL,NHL,1,,16,5,7,4,,,,
milbumi01c,1989,BOS,NHL,1,,80,46,25,9,21,13,8,0
milbumi01c,1990,BOS,NHL,1,,80,44,24,12,19,10,9,0
milbumi01c,1995,NYI,NHL,1,,82,22,50,10,,,,
milbumi01c,1996,NYI,NHL,1,,45,13,23,9,,,,
milbumi01c,1997,NYI,NHL,2,,19,8,9,2,,,,
milbumi01c,1998,NYI,NHL,1,,45,13,29,3,,,,
mollelo01c,1998,CHI,NHL,2,,23,13,6,4,,,,
mollelo01c,1999,CHI,NHL,1,,24,5,15,4,,,,
moorege01c,1974,IND,WHA,1,,78,18,57,3,,,,
moorege01c,1975,IND,WHA,1,,5,1,4,0,,,,
muckljo01c,1968,MNS,NHL,2,,35,6,23,6,,,,
muckljo01c,1989,EDM,NHL,1,,80,38,28,14,22,16,6,0
muckljo01c,1990,EDM,NHL,1,,80,37,37,6,18,9,9,0
muckljo01c,1991,BUF,NHL,2,,52,22,22,8,7,3,4,0
muckljo01c,1992,BUF,NHL,1,,84,38,36,10,8,4,4,0
muckljo01c,1993,BUF,NHL,1,,84,43,32,9,7,3,4,0
muckljo01c,1994,BUF,NHL,1,,48,22,19,7,5,1,4,0
muckljo01c,1997,NYR,NHL,2,,25,8,15,2,,,,
muckljo01c,1998,NYR,NHL,1,,82,33,38,11,,,,
muckljo01c,1999,NYR,NHL,1,,78,29,38,11,,,,
muldope01c,1913,NWR,PCHA,1,,16,7,9,0,,,,
muldope01c,1914,PO1,PCHA,1,,18,9,9,0,,,,
muldope01c,1915,SEA,PCHA,1,,18,9,9,0,,,,
muldope01c,1916,SEA,PCHA,1,,24,16,8,0,4,3,1,0
muldope01c,1917,SEA,PCHA,1,,18,11,7,0,2,0,1,1
muldope01c,1918,SEA,PCHA,1,,20,11,9,0,7,3,3,1
muldope01c,1919,SEA,PCHA,1,,22,12,10,0,7,3,4,0
muldope01c,1920,SEA,PCHA,1,,24,12,11,1,2,0,2,0
muldope01c,1921,SEA,PCHA,1,,24,12,11,1,2,0,2,0
muldope01c,1922,SEA,PCHA,1,,30,15,15,0,,,,
muldope01c,1923,SEA,PCHA,1,,30,14,16,0,2,0,1,1
muldope01c,1925,POR,WCHL,1,,30,12,16,2,,,,
muldope01c,1926,CHI,NHL,1,,44,19,22,3,2,0,1,1
mulleki01c,2011,CAR,NHL,2,,57,25,20,12,,,,
munrodu01c,1929,MTM,NHL,1,,44,23,16,5,4,1,3,0
munrodu01c,1930,MTM,NHL,1,,32,14,13,5,,,,
murdobo01c,1987,CHI,NHL,1,,80,30,41,9,5,1,4,0
murdobo01c,1989,WIN,NHL,1,,80,37,32,11,7,3,4,0
murdobo01c,1990,WIN,NHL,1,,80,26,43,11,,,,
murphji01c,1913,TOO,NHA,1,,20,4,16,0,,,,
murphji01c,1914,TOO,NHA,1,,20,7,13,0,,,,
murphmi01c,1986,LAK,NHL,2,,38,13,21,4,5,1,4,0
murphmi01c,1987,LAK,NHL,1,,27,7,16,4,,,,
murphmi01c,1996,TOR,NHL,1,,82,30,44,8,,,,
murphmi01c,1997,TOR,NHL,1,,82,30,43,9,,,,
murraan01c,1999,LAK,NHL,1,,82,39,31,12,4,0,4,0
murraan01c,2000,LAK,NHL,1,,82,38,31,13,13,7,6,0
murraan01c,2001,LAK,NHL,1,,82,40,31,11,7,3,4,0
murraan01c,2002,LAK,NHL,1,,82,33,43,6,,,,
murraan01c,2003,LAK,NHL,1,,82,28,38,16,,,,
murraan01c,2005,LAK,NHL,1,,70,37,28,5,,,,
murraan01c,2006,STL,NHL,2,,54,27,18,9,,,,
murraan01c,2007,STL,NHL,1,,82,33,36,13,,,,
murraan01c,2008,STL,NHL,1,,82,41,31,10,4,0,4,0
murraan01c,2009,STL,NHL,1,,40,17,17,6,,,,
murrabr01c,1981,WAS,NHL,3,,66,25,28,13,,,,
murrabr01c,1982,WAS,NHL,1,,80,39,25,16,4,1,3,0
murrabr01c,1983,WAS,NHL,1,,80,48,27,5,8,4,4,0
murrabr01c,1984,WAS,NHL,1,,80,46,25,9,5,2,3,0
murrabr01c,1985,WAS,NHL,1,,80,50,23,7,9,5,4,0
murrabr01c,1986,WAS,NHL,1,,80,38,32,10,7,3,4,0
murrabr01c,1987,WAS,NHL,1,,80,38,33,9,14,7,7,0
murrabr01c,1988,WAS,NHL,1,,80,41,29,10,6,2,4,0
murrabr01c,1989,WAS,NHL,1,,46,18,24,4,,,,
murrabr01c,1990,DET,NHL,1,,80,34,38,8,7,3,4,0
murrabr01c,1991,DET,NHL,1,,80,43,25,12,11,4,7,0
murrabr01c,1992,DET,NHL,1,,84,47,28,9,7,3,4,0
murrabr01c,1997,FLO,NHL,2,,59,17,31,11,,,,
murrabr01c,2001,ANA,NHL,1,,82,29,45,8,,,,
murrabr01c,2005,OTT,NHL,1,,82,52,21,9,10,5,5,0
murrabr01c,2006,OTT,NHL,1,,82,48,25,9,20,13,7,0
murrabr01c,2007,OTT,NHL,2,,18,7,9,2,4,0,4,0
murrate01c,1989,WAS,NHL,2,,34,18,14,2,15,8,7,0
murrate01c,1990,WAS,NHL,1,,80,37,36,7,11,5,6,0
murrate01c,1991,WAS,NHL,1,,80,45,27,8,7,3,4,0
murrate01c,1992,WAS,NHL,1,,84,43,34,7,6,2,4,0
murrate01c,1993,WAS,NHL,1,,47,20,23,4,,,,
murrate01c,1994,PHI,NHL,1,,48,28,16,4,15,10,5,0
murrate01c,1995,PHI,NHL,1,,82,45,24,13,12,6,6,0
murrate01c,1996,PHI,NHL,1,,82,45,24,13,19,12,7,0
murrate01c,1998,FLO,NHL,1,,82,30,34,18,,,,
murrate01c,1999,FLO,NHL,1,,82,43,33,6,4,0,4,0
murrate01c,2000,FLO,NHL,1,,36,6,23,7,,,,
murrate01c,2008,LAK,NHL,1,,82,34,37,11,,,,
murrate01c,2009,LAK,NHL,1,,82,46,27,9,6,2,4,0
murrate01c,2010,LAK,NHL,1,,82,46,30,6,6,2,4,0
murrate01c,2011,LAK,NHL,1,,29,13,12,4,,,,
nannelo01c,1977,MNS,NHL,3,,29,7,18,4,,,,
nealeha01c,1972,MFS,WHA,2,,19,10,9,0,6,1,4,0
nealeha01c,1973,MFS,WHA,1,,76,42,32,2,11,6,5,0
nealeha01c,1974,MFS,WHA,1,,77,42,32,3,12,6,6,0
nealeha01c,1975,MFS,WHA,1,,59,30,25,4,,,,
nealeha01c,1975,NEW,WHA,3,,12,5,6,1,17,10,7,0
nealeha01c,1976,NEW,WHA,1,,81,35,40,6,5,1,4,0
nealeha01c,1977,NEW,WHA,1,,80,44,31,5,14,8,6,0
nealeha01c,1978,VAN,NHL,1,,80,25,42,13,3,1,2,0
nealeha01c,1979,VAN,NHL,1,,80,27,37,16,4,1,3,0
nealeha01c,1980,VAN,NHL,1,,80,28,32,20,3,0,3,0
nealeha01c,1981,VAN,NHL,1,,75,26,33,16,,,,
nealeha01c,1983,VAN,NHL,2,,32,15,13,4,4,1,3,0
nealeha01c,1984,VAN,NHL,2,,60,21,32,7,,,,
nealeha01c,1985,DET,NHL,1,,35,8,23,4,,,,
needhbi01c,1972,CLC,WHA,1,,78,43,32,3,9,5,4,0
needhbi01c,1973,CLC,WHA,1,,78,37,32,9,5,1,4,0
neilsro01c,1977,TOR,NHL,1,,80,41,29,10,13,6,7,0
neilsro01c,1978,TOR,NHL,1,,80,34,33,13,6,2,4,0
neilsro01c,1980,BUF,NHL,1,,80,39,20,21,8,4,4,0
neilsro01c,1981,VAN,NHL,2,,5,4,0,1,17,11,6,0
neilsro01c,1982,VAN,NHL,1,,80,30,35,15,4,1,3,0
neilsro01c,1983,VAN,NHL,1,,48,17,26,5,,,,
neilsro01c,1983,LAK,NHL,3,,28,8,17,3,,,,
neilsro01c,1989,NYR,NHL,1,,80,36,31,13,10,5,5,0
neilsro01c,1990,NYR,NHL,1,,80,36,31,13,6,2,4,0
neilsro01c,1991,NYR,NHL,1,,80,50,25,5,13,6,7,0
neilsro01c,1992,NYR,NHL,1,,40,19,17,4,,,,
neilsro01c,1993,FLO,NHL,1,,84,33,34,17,,,,
neilsro01c,1994,FLO,NHL,1,,48,20,22,6,,,,
neilsro01c,1997,PHI,NHL,2,,21,10,9,2,5,1,4,0
neilsro01c,1998,PHI,NHL,1,,82,37,26,19,6,2,4,0
neilsro01c,1999,PHI,NHL,1,,82,45,25,12,18,11,7,0
neilsro01c,2001,OTT,NHL,2,interim,2,1,1,0,,,,
nevesst01c,1977,CZE,WHA,1,,8,1,6,1,,,,
noelcl01c,2009,CBS,NHL,2,,24,10,8,6,,,,
noelcl01c,2011,WPG,NHL,1,,82,37,35,10,,,,
nolanch01c,1910,QU1,NHA,1,,16,4,12,0,,,,
nolanch01c,1911,QU1,NHA,1,,18,10,8,0,,,,
nolante01c,1995,BUF,NHL,1,,82,33,42,7,,,,
nolante01c,1996,BUF,NHL,1,,82,40,30,12,12,5,7,0
nolante01c,2006,NYI,NHL,1,,82,40,30,12,5,1,4,0
nolante01c,2007,NYI,NHL,1,,10,6,4,0,,,,
nolante01c,2007,NYI,NHL,3,,71,28,34,9,,,,
nykolmi01c,1980,TOR,NHL,2,,40,15,15,10,3,0,3,0
nykolmi01c,1981,TOR,NHL,1,,80,20,44,16,,,,
nykolmi01c,1982,TOR,NHL,1,,80,28,40,12,4,1,3,0
nykolmi01c,1983,TOR,NHL,1,,80,26,45,9,,,,
oconnmi01c,2002,BOS,NHL,2,,9,3,3,3,5,1,4,0
odonoge01c,1921,TRS,NHL,1,,24,13,10,1,7,4,2,1
odonoge01c,1922,TRS,NHL,1,,5,2,3,0,,,,
olczyed01c,2003,PIT,NHL,1,,82,23,51,8,,,,
olczyed01c,2005,PIT,NHL,1,,31,8,17,6,,,,
olivemu01c,1982,MNS,NHL,2,,37,18,12,7,9,4,5,0
olmstbe01c,1967,OAK,NHL,1,,64,11,37,16,,,,
oreilte01c,1986,BOS,NHL,2,,67,34,27,6,4,0,4,0
oreilte01c,1987,BOS,NHL,1,,80,44,30,6,23,12,10,1
oreilte01c,1988,BOS,NHL,1,,80,37,29,14,10,5,5,0
paddojo01c,1991,WIN,NHL,1,,80,33,32,15,7,3,4,0
paddojo01c,1992,WIN,NHL,1,,84,40,37,7,6,2,4,0
