year,lgID,tmID,oppID,W,L,T,OTL
1991,NHL,TOR,NYR,1,0,1,
1991,NHL,TOR,PHI,1,1,1,
1991,NHL,TOR,PIT,1,2,0,
1991,NHL,TOR,QUE,2,1,0,
1991,NHL,TOR,SJS,2,1,0,
1991,NHL,TOR,STL,4,3,1,
1991,NHL,TOR,VAN,1,2,0,
1991,NHL,TOR,WAS,0,3,0,
1991,NHL,TOR,WIN,1,2,0,
1991,NHL,VAN,BOS,1,0,2,
1991,NHL,VAN,BUF,2,0,0,
1991,NHL,VAN,CAL,4,1,2,
1991,NHL,VAN,CHI,2,1,0,
1991,NHL,VAN,DET,2,1,0,
1991,NHL,VAN,EDM,2,5,0,
1991,NHL,VAN,HAR,2,0,1,
1991,NHL,VAN,LAK,4,2,1,
1991,NHL,VAN,MNS,2,1,0,
1991,NHL,VAN,MTL,2,1,0,
1991,NHL,VAN,NJD,2,1,0,
1991,NHL,VAN,NYI,1,2,0,
1991,NHL,VAN,NYR,0,2,1,
1991,NHL,VAN,PHI,1,0,1,
1991,NHL,VAN,PIT,0,2,0,
1991,NHL,VAN,QUE,1,1,1,
1991,NHL,VAN,SJS,6,1,0,
1991,NHL,VAN,STL,1,2,0,
1991,NHL,VAN,TOR,2,1,0,
1991,NHL,VAN,WAS,1,1,1,
1991,NHL,VAN,WIN,4,1,2,
1991,NHL,WAS,BOS,1,1,1,
1991,NHL,WAS,BUF,1,1,1,
1991,NHL,WAS,CAL,2,0,1,
1991,NHL,WAS,CHI,0,2,0,
1991,NHL,WAS,DET,0,3,0,
1991,NHL,WAS,EDM,2,0,0,
1991,NHL,WAS,HAR,1,1,1,
1991,NHL,WAS,LAK,1,1,1,
1991,NHL,WAS,MNS,1,2,0,
1991,NHL,WAS,MTL,3,0,0,
1991,NHL,WAS,NJD,5,2,0,
1991,NHL,WAS,NYI,4,2,1,
1991,NHL,WAS,NYR,5,2,0,
1991,NHL,WAS,PHI,3,4,0,
1991,NHL,WAS,PIT,5,2,0,
1991,NHL,WAS,QUE,3,0,0,
1991,NHL,WAS,SJS,2,0,0,
1991,NHL,WAS,STL,2,1,0,
1991,NHL,WAS,TOR,3,0,0,
1991,NHL,WAS,VAN,1,1,1,
1991,NHL,WAS,WIN,0,2,1,
1991,NHL,WIN,BOS,1,1,1,
1991,NHL,WIN,BUF,1,1,0,
1991,NHL,WIN,CAL,4,2,1,
1991,NHL,WIN,CHI,2,0,1,
1991,NHL,WIN,DET,2,0,1,
1991,NHL,WIN,EDM,3,3,1,
1991,NHL,WIN,HAR,0,2,1,
1991,NHL,WIN,LAK,2,4,1,
1991,NHL,WIN,MNS,0,3,0,
1991,NHL,WIN,MTL,0,1,1,
1991,NHL,WIN,NJD,2,0,0,
1991,NHL,WIN,NYI,1,1,1,
1991,NHL,WIN,NYR,1,2,0,
1991,NHL,WIN,PHI,3,0,0,
1991,NHL,WIN,PIT,1,2,0,
1991,NHL,WIN,QUE,0,2,1,
1991,NHL,WIN,SJS,5,1,1,
1991,NHL,WIN,STL,0,2,1,
1991,NHL,WIN,TOR,2,1,0,
1991,NHL,WIN,VAN,1,4,2,
1991,NHL,WIN,WAS,2,0,1,
1992,NHL,BOS,BUF,4,3,0,
1992,NHL,BOS,CAL,2,0,0,
1992,NHL,BOS,CHI,0,2,0,
1992,NHL,BOS,DET,0,2,0,
1992,NHL,BOS,EDM,1,1,0,
1992,NHL,BOS,HAR,6,1,0,
1992,NHL,BOS,LAK,1,1,0,
1992,NHL,BOS,MNS,0,1,1,
1992,NHL,BOS,MTL,5,4,0,
1992,NHL,BOS,NJD,3,1,0,
1992,NHL,BOS,NYI,2,0,2,
1992,NHL,BOS,NYR,1,1,1,
1992,NHL,BOS,OTT,7,0,0,
1992,NHL,BOS,PHI,3,1,0,
1992,NHL,BOS,PIT,1,4,0,
1992,NHL,BOS,QUE,5,1,1,
1992,NHL,BOS,SJS,2,0,0,
1992,NHL,BOS,STL,2,0,0,
1992,NHL,BOS,TBL,1,0,1,
1992,NHL,BOS,TOR,0,1,1,
1992,NHL,BOS,VAN,2,0,0,
1992,NHL,BOS,WAS,2,1,0,
1992,NHL,BOS,WIN,1,1,0,
1992,NHL,BUF,BOS,3,4,0,
1992,NHL,BUF,CAL,2,0,0,
1992,NHL,BUF,CHI,2,0,0,
1992,NHL,BUF,DET,1,1,0,
1992,NHL,BUF,EDM,0,2,0,
1992,NHL,BUF,HAR,6,1,2,
1992,NHL,BUF,LAK,0,2,0,
1992,NHL,BUF,MNS,0,2,0,
1992,NHL,BUF,MTL,2,5,0,
1992,NHL,BUF,NJD,1,2,1,
1992,NHL,BUF,NYI,1,1,1,
1992,NHL,BUF,NYR,2,1,1,
1992,NHL,BUF,OTT,5,1,1,
1992,NHL,BUF,PHI,1,1,1,
1992,NHL,BUF,PIT,1,3,0,
1992,NHL,BUF,QUE,2,4,1,
1992,NHL,BUF,SJS,1,1,0,
1992,NHL,BUF,STL,1,0,1,
1992,NHL,BUF,TBL,2,0,0,
1992,NHL,BUF,TOR,1,0,1,
1992,NHL,BUF,VAN,0,3,0,
1992,NHL,BUF,WAS,2,2,0,
1992,NHL,BUF,WIN,2,0,0,
1992,NHL,CAL,BOS,0,2,0,
1992,NHL,CAL,BUF,0,2,0,
1992,NHL,CAL,CHI,0,3,0,
1992,NHL,CAL,DET,2,1,1,
1992,NHL,CAL,EDM,6,1,0,
1992,NHL,CAL,HAR,2,0,0,
1992,NHL,CAL,LAK,3,3,1,
1992,NHL,CAL,MNS,3,1,0,
1992,NHL,CAL,MTL,1,1,0,
1992,NHL,CAL,NJD,2,0,0,
1992,NHL,CAL,NYI,0,2,0,
1992,NHL,CAL,NYR,1,0,1,
1992,NHL,CAL,OTT,1,0,1,
1992,NHL,CAL,PHI,1,0,2,
1992,NHL,CAL,PIT,0,2,0,
1992,NHL,CAL,QUE,0,0,2,
1992,NHL,CAL,SJS,8,1,0,
1992,NHL,CAL,STL,1,3,0,
1992,NHL,CAL,TBL,2,1,0,
1992,NHL,CAL,TOR,2,2,0,
1992,NHL,CAL,VAN,5,1,1,
1992,NHL,CAL,WAS,1,1,0,
1992,NHL,CAL,WIN,2,3,2,
1992,NHL,CHI,BOS,2,0,0,
1992,NHL,CHI,BUF,0,2,0,
1992,NHL,CHI,CAL,3,0,0,
1992,NHL,CHI,DET,4,5,0,
1992,NHL,CHI,EDM,2,1,1,
1992,NHL,CHI,HAR,2,0,0,
1992,NHL,CHI,LAK,1,3,1,
1992,NHL,CHI,MNS,6,1,0,
1992,NHL,CHI,MTL,1,1,0,
1992,NHL,CHI,NJD,0,1,1,
1992,NHL,CHI,NYI,2,0,0,
1992,NHL,CHI,NYR,1,1,0,
1992,NHL,CHI,OTT,2,0,0,
1992,NHL,CHI,PHI,0,1,1,
1992,NHL,CHI,PIT,1,1,0,
1992,NHL,CHI,QUE,1,0,1,
1992,NHL,CHI,SJS,2,0,1,
1992,NHL,CHI,STL,3,3,1,
1992,NHL,CHI,TBL,4,1,2,
1992,NHL,CHI,TOR,5,1,1,
1992,NHL,CHI,VAN,2,1,1,
1992,NHL,CHI,WAS,1,1,1,
1992,NHL,CHI,WIN,2,1,0,
1992,NHL,DET,BOS,2,0,0,
1992,NHL,DET,BUF,1,1,0,
1992,NHL,DET,CAL,1,2,1,
1992,NHL,DET,CHI,5,4,0,
1992,NHL,DET,EDM,2,0,1,
1992,NHL,DET,HAR,2,0,0,
1992,NHL,DET,LAK,1,2,1,
1992,NHL,DET,MNS,5,1,1,
1992,NHL,DET,MTL,0,2,0,
1992,NHL,DET,NJD,1,1,0,
1992,NHL,DET,NYI,1,1,0,
1992,NHL,DET,NYR,0,1,1,
1992,NHL,DET,OTT,2,0,0,
1992,NHL,DET,PHI,2,0,1,
1992,NHL,DET,PIT,1,1,0,
1992,NHL,DET,QUE,1,1,0,
1992,NHL,DET,SJS,4,0,0,
1992,NHL,DET,STL,3,3,1,
1992,NHL,DET,TBL,6,1,0,
1992,NHL,DET,TOR,3,3,1,
1992,NHL,DET,VAN,2,0,1,
1992,NHL,DET,WAS,1,2,0,
1992,NHL,DET,WIN,1,2,0,
1992,NHL,EDM,BOS,1,1,0,
1992,NHL,EDM,BUF,2,0,0,
1992,NHL,EDM,CAL,1,6,0,
1992,NHL,EDM,CHI,1,2,1,
1992,NHL,EDM,DET,0,2,1,
1992,NHL,EDM,HAR,1,1,0,
1992,NHL,EDM,LAK,1,5,1,
1992,NHL,EDM,MNS,3,0,1,
1992,NHL,EDM,MTL,0,2,0,
1992,NHL,EDM,NJD,1,1,0,
1992,NHL,EDM,NYI,0,2,1,
1992,NHL,EDM,NYR,1,1,0,
1992,NHL,EDM,OTT,1,1,0,
1992,NHL,EDM,PHI,0,1,1,
1992,NHL,EDM,PIT,2,1,0,
1992,NHL,EDM,QUE,0,2,0,
1992,NHL,EDM,SJS,5,2,0,
1992,NHL,EDM,STL,0,2,1,
1992,NHL,EDM,TBL,2,2,0,
1992,NHL,EDM,TOR,0,2,1,
1992,NHL,EDM,VAN,2,5,0,
1992,NHL,EDM,WAS,1,1,0,
1992,NHL,EDM,WIN,1,8,0,
1992,NHL,HAR,BOS,1,6,0,
1992,NHL,HAR,BUF,1,6,2,
1992,NHL,HAR,CAL,0,2,0,
1992,NHL,HAR,CHI,0,2,0,
1992,NHL,HAR,DET,0,2,0,
1992,NHL,HAR,EDM,1,1,0,
1992,NHL,HAR,LAK,0,2,0,
1992,NHL,HAR,MNS,1,0,1,
1992,NHL,HAR,MTL,2,5,0,
1992,NHL,HAR,NJD,1,3,0,
1992,NHL,HAR,NYI,1,2,1,
1992,NHL,HAR,NYR,1,1,1,
1992,NHL,HAR,OTT,6,1,0,
1992,NHL,HAR,PHI,0,3,0,
1992,NHL,HAR,PIT,0,3,0,
1992,NHL,HAR,QUE,3,3,1,
1992,NHL,HAR,SJS,2,0,0,
1992,NHL,HAR,STL,1,2,0,
1992,NHL,HAR,TBL,2,0,0,
1992,NHL,HAR,TOR,0,2,0,
1992,NHL,HAR,VAN,1,1,0,
1992,NHL,HAR,WAS,1,3,0,
1992,NHL,HAR,WIN,1,2,0,
1992,NHL,LAK,BOS,1,1,0,
1992,NHL,LAK,BUF,2,0,0,
1992,NHL,LAK,CAL,3,3,1,
1992,NHL,LAK,CHI,3,1,1,
1992,NHL,LAK,DET,2,1,1,
1992,NHL,LAK,EDM,5,1,1,
1992,NHL,LAK,HAR,2,0,0,
1992,NHL,LAK,MNS,1,1,1,
1992,NHL,LAK,MTL,0,1,2,
1992,NHL,LAK,NJD,1,1,0,
1992,NHL,LAK,NYI,2,0,0,
1992,NHL,LAK,NYR,0,2,0,
1992,NHL,LAK,OTT,2,0,0,
1992,NHL,LAK,PHI,1,1,0,
1992,NHL,LAK,PIT,1,1,0,
1992,NHL,LAK,QUE,0,2,0,
1992,NHL,LAK,SJS,5,2,0,
1992,NHL,LAK,STL,2,1,0,
1992,NHL,LAK,TBL,1,2,0,
1992,NHL,LAK,TOR,1,2,1,
1992,NHL,LAK,VAN,2,7,0,
1992,NHL,LAK,WAS,0,2,0,
1992,NHL,LAK,WIN,2,3,2,
1992,NHL,MNS,BOS,1,0,1,
1992,NHL,MNS,BUF,2,0,0,
1992,NHL,MNS,CAL,1,3,0,
1992,NHL,MNS,CHI,1,6,0,
1992,NHL,MNS,DET,1,5,1,
1992,NHL,MNS,EDM,0,3,1,
1992,NHL,MNS,HAR,0,1,1,
1992,NHL,MNS,LAK,1,1,1,
1992,NHL,MNS,MTL,1,1,0,
1992,NHL,MNS,NJD,1,1,0,
1992,NHL,MNS,NYI,1,1,0,
1992,NHL,MNS,NYR,1,0,1,
1992,NHL,MNS,OTT,2,0,0,
1992,NHL,MNS,PHI,1,1,0,
1992,NHL,MNS,PIT,1,1,0,
1992,NHL,MNS,QUE,2,0,0,
1992,NHL,MNS,SJS,3,0,0,
1992,NHL,MNS,STL,3,5,1,
1992,NHL,MNS,TBL,5,1,1,
1992,NHL,MNS,TOR,3,3,1,
1992,NHL,MNS,VAN,3,1,1,
1992,NHL,MNS,WAS,1,1,0,
1992,NHL,MNS,WIN,1,3,0,
1992,NHL,MTL,BOS,4,5,0,
1992,NHL,MTL,BUF,5,2,0,
1992,NHL,MTL,CAL,1,1,0,
1992,NHL,MTL,CHI,1,1,0,
1992,NHL,MTL,DET,2,0,0,
1992,NHL,MTL,EDM,2,0,0,
1992,NHL,MTL,HAR,5,2,0,
1992,NHL,MTL,LAK,1,0,2,
1992,NHL,MTL,MNS,1,1,0,
1992,NHL,MTL,NJD,2,1,0,
1992,NHL,MTL,NYI,3,1,0,
1992,NHL,MTL,NYR,2,1,1,
1992,NHL,MTL,OTT,6,1,0,
1992,NHL,MTL,PHI,2,1,1,
1992,NHL,MTL,PIT,0,2,1,
1992,NHL,MTL,QUE,3,4,0,
1992,NHL,MTL,SJS,3,0,0,
1992,NHL,MTL,STL,2,0,0,
1992,NHL,MTL,TBL,1,1,0,
1992,NHL,MTL,TOR,0,2,0,
1992,NHL,MTL,VAN,0,2,0,
1992,NHL,MTL,WAS,0,2,1,
1992,NHL,MTL,WIN,2,0,0,
1992,NHL,NJD,BOS,1,3,0,
1992,NHL,NJD,BUF,2,1,1,
1992,NHL,NJD,CAL,0,2,0,
1992,NHL,NJD,CHI,1,0,1,
1992,NHL,NJD,DET,1,1,0,
1992,NHL,NJD,EDM,1,1,0,
1992,NHL,NJD,HAR,3,1,0,
1992,NHL,NJD,LAK,1,1,0,
1992,NHL,NJD,MNS,1,1,0,
1992,NHL,NJD,MTL,1,2,0,
1992,NHL,NJD,NYI,2,5,0,
1992,NHL,NJD,NYR,4,2,1,
1992,NHL,NJD,OTT,2,1,1,
1992,NHL,NJD,PHI,5,2,0,
1992,NHL,NJD,PIT,2,6,1,
1992,NHL,NJD,QUE,1,3,0,
1992,NHL,NJD,SJS,2,0,0,
1992,NHL,NJD,STL,1,0,1,
1992,NHL,NJD,TBL,2,0,0,
1992,NHL,NJD,TOR,1,1,0,
1992,NHL,NJD,VAN,1,1,0,
1992,NHL,NJD,WAS,5,2,0,
1992,NHL,NJD,WIN,0,1,1,
1992,NHL,NYI,BOS,0,2,2,
1992,NHL,NYI,BUF,1,1,1,
1992,NHL,NYI,CAL,2,0,0,
1992,NHL,NYI,CHI,0,2,0,
1992,NHL,NYI,DET,1,1,0,
1992,NHL,NYI,EDM,2,0,1,
1992,NHL,NYI,HAR,2,1,1,
1992,NHL,NYI,LAK,0,2,0,
1992,NHL,NYI,MNS,1,1,0,
1992,NHL,NYI,MTL,1,3,0,
1992,NHL,NYI,NJD,5,2,0,
1992,NHL,NYI,NYR,4,2,1,
1992,NHL,NYI,OTT,2,1,0,
1992,NHL,NYI,PHI,7,2,0,
1992,NHL,NYI,PIT,3,4,0,
1992,NHL,NYI,QUE,0,3,0,
1992,NHL,NYI,SJS,2,0,0,
1992,NHL,NYI,STL,1,2,0,
1992,NHL,NYI,TBL,1,1,0,
1992,NHL,NYI,TOR,1,1,0,
1992,NHL,NYI,VAN,1,1,0,
1992,NHL,NYI,WAS,3,4,0,
1992,NHL,NYI,WIN,0,1,1,
1992,NHL,NYR,BOS,1,1,1,
1992,NHL,NYR,BUF,1,2,1,
1992,NHL,NYR,CAL,0,1,1,
1992,NHL,NYR,CHI,1,1,0,
1992,NHL,NYR,DET,1,0,1,
1992,NHL,NYR,EDM,1,1,0,
1992,NHL,NYR,HAR,1,1,1,
1992,NHL,NYR,LAK,2,0,0,
1992,NHL,NYR,MNS,0,1,1,
1992,NHL,NYR,MTL,1,2,1,
1992,NHL,NYR,NJD,2,4,1,
1992,NHL,NYR,NYI,2,4,1,
1992,NHL,NYR,OTT,3,0,0,
1992,NHL,NYR,PHI,2,4,1,
1992,NHL,NYR,PIT,2,5,0,
1992,NHL,NYR,QUE,0,4,0,
1992,NHL,NYR,SJS,3,0,0,
1992,NHL,NYR,STL,2,0,0,
1992,NHL,NYR,TBL,2,1,0,
1992,NHL,NYR,TOR,1,1,0,
1992,NHL,NYR,VAN,0,1,1,
1992,NHL,NYR,WAS,4,5,0,
1992,NHL,NYR,WIN,2,0,0,
1992,NHL,OTT,BOS,0,7,0,
1992,NHL,OTT,BUF,1,5,1,
1992,NHL,OTT,CAL,0,1,1,
1992,NHL,OTT,CHI,0,2,0,
1992,NHL,OTT,DET,0,2,0,
1992,NHL,OTT,EDM,1,1,0,
1992,NHL,OTT,HAR,1,6,0,
1992,NHL,OTT,LAK,0,2,0,
1992,NHL,OTT,MNS,0,2,0,
1992,NHL,OTT,MTL,1,6,0,
1992,NHL,OTT,NJD,1,2,1,
1992,NHL,OTT,NYI,1,2,0,
1992,NHL,OTT,NYR,0,3,0,
1992,NHL,OTT,PHI,1,2,0,
1992,NHL,OTT,PIT,1,3,0,
1992,NHL,OTT,QUE,1,8,0,
1992,NHL,OTT,SJS,1,1,0,
1992,NHL,OTT,STL,0,2,0,
1992,NHL,OTT,TBL,0,2,0,
1992,NHL,OTT,TOR,0,3,0,
1992,NHL,OTT,VAN,0,2,0,
1992,NHL,OTT,WAS,0,4,0,
1992,NHL,OTT,WIN,0,2,1,
1992,NHL,PHI,BOS,1,3,0,
1992,NHL,PHI,BUF,1,1,1,
1992,NHL,PHI,CAL,0,1,2,
1992,NHL,PHI,CHI,1,0,1,
1992,NHL,PHI,DET,0,2,1,
1992,NHL,PHI,EDM,1,0,1,
1992,NHL,PHI,HAR,3,0,0,
1992,NHL,PHI,LAK,1,1,0,
1992,NHL,PHI,MNS,1,1,0,
1992,NHL,PHI,MTL,1,2,1,
1992,NHL,PHI,NJD,2,5,0,
1992,NHL,PHI,NYI,2,7,0,
1992,NHL,PHI,NYR,4,2,1,
1992,NHL,PHI,OTT,2,1,0,
1992,NHL,PHI,PIT,1,5,1,
1992,NHL,PHI,QUE,1,3,0,
1992,NHL,PHI,SJS,2,0,0,
1992,NHL,PHI,STL,1,1,0,
1992,NHL,PHI,TBL,1,1,0,
1992,NHL,PHI,TOR,2,0,0,
1992,NHL,PHI,VAN,1,0,1,
1992,NHL,PHI,WAS,5,1,1,
1992,NHL,PHI,WIN,2,0,0,
1992,NHL,PIT,BOS,4,1,0,
1992,NHL,PIT,BUF,3,1,0,
1992,NHL,PIT,CAL,2,0,0,
1992,NHL,PIT,CHI,1,1,0,
1992,NHL,PIT,DET,1,1,0,
1992,NHL,PIT,EDM,1,2,0,
1992,NHL,PIT,HAR,3,0,0,
1992,NHL,PIT,LAK,1,1,0,
1992,NHL,PIT,MNS,1,1,0,
1992,NHL,PIT,MTL,2,0,1,
1992,NHL,PIT,NJD,6,2,1,
1992,NHL,PIT,NYI,4,3,0,
1992,NHL,PIT,NYR,5,2,0,
1992,NHL,PIT,OTT,3,1,0,
1992,NHL,PIT,PHI,5,1,1,
1992,NHL,PIT,QUE,2,0,1,
1992,NHL,PIT,SJS,2,0,0,
1992,NHL,PIT,STL,1,1,0,
1992,NHL,PIT,TBL,1,0,1,
1992,NHL,PIT,TOR,0,1,1,
1992,NHL,PIT,VAN,2,0,0,
1992,NHL,PIT,WAS,5,1,1,
1992,NHL,PIT,WIN,1,1,0,
1992,NHL,QUE,BOS,1,5,1,
1992,NHL,QUE,BUF,4,2,1,
1992,NHL,QUE,CAL,0,0,2,
1992,NHL,QUE,CHI,0,1,1,
1992,NHL,QUE,DET,1,1,0,
1992,NHL,QUE,EDM,2,0,0,
1992,NHL,QUE,HAR,3,3,1,
1992,NHL,QUE,LAK,2,0,0,
1992,NHL,QUE,MNS,0,2,0,
1992,NHL,QUE,MTL,4,3,0,
1992,NHL,QUE,NJD,3,1,0,
1992,NHL,QUE,NYI,3,0,0,
1992,NHL,QUE,NYR,4,0,0,
1992,NHL,QUE,OTT,8,1,0,
1992,NHL,QUE,PHI,3,1,0,
1992,NHL,QUE,PIT,0,2,1,
1992,NHL,QUE,SJS,2,0,0,
1992,NHL,QUE,STL,0,1,1,
1992,NHL,QUE,TBL,2,1,0,
1992,NHL,QUE,TOR,3,0,0,
1992,NHL,QUE,VAN,0,1,1,
1992,NHL,QUE,WAS,0,2,1,
1992,NHL,QUE,WIN,2,0,0,
1992,NHL,SJS,BOS,0,2,0,
1992,NHL,SJS,BUF,1,1,0,
1992,NHL,SJS,CAL,1,8,0,
1992,NHL,SJS,CHI,0,2,1,
1992,NHL,SJS,DET,0,4,0,
1992,NHL,SJS,EDM,2,5,0,
1992,NHL,SJS,HAR,0,2,0,
1992,NHL,SJS,LAK,2,5,0,
1992,NHL,SJS,MNS,0,3,0,
1992,NHL,SJS,MTL,0,3,0,
1992,NHL,SJS,NJD,0,2,0,
1992,NHL,SJS,NYI,0,2,0,
1992,NHL,SJS,NYR,0,3,0,
1992,NHL,SJS,OTT,1,1,0,
1992,NHL,SJS,PHI,0,2,0,
1992,NHL,SJS,PIT,0,2,0,
1992,NHL,SJS,QUE,0,2,0,
1992,NHL,SJS,STL,0,3,0,
1992,NHL,SJS,TBL,1,3,0,
1992,NHL,SJS,TOR,0,4,0,
1992,NHL,SJS,VAN,0,6,1,
1992,NHL,SJS,WAS,0,2,0,
1992,NHL,SJS,WIN,3,4,0,
1992,NHL,STL,BOS,0,2,0,
1992,NHL,STL,BUF,0,1,1,
1992,NHL,STL,CAL,3,1,0,
1992,NHL,STL,CHI,3,3,1,
1992,NHL,STL,DET,3,3,1,
1992,NHL,STL,EDM,2,0,1,
1992,NHL,STL,HAR,2,1,0,
1992,NHL,STL,LAK,1,2,0,
1992,NHL,STL,MNS,5,3,1,
1992,NHL,STL,MTL,0,2,0,
1992,NHL,STL,NJD,0,1,1,
1992,NHL,STL,NYI,2,1,0,
1992,NHL,STL,NYR,0,2,0,
1992,NHL,STL,OTT,2,0,0,
1992,NHL,STL,PHI,1,1,0,
1992,NHL,STL,PIT,1,1,0,
1992,NHL,STL,QUE,1,0,1,
1992,NHL,STL,SJS,3,0,0,
1992,NHL,STL,TBL,4,2,1,
1992,NHL,STL,TOR,0,4,3,
1992,NHL,STL,VAN,2,2,0,
1992,NHL,STL,WAS,0,2,0,
1992,NHL,STL,WIN,2,2,0,
1992,NHL,TBL,BOS,0,1,1,
1992,NHL,TBL,BUF,0,2,0,
1992,NHL,TBL,CAL,1,2,0,
1992,NHL,TBL,CHI,1,4,2,
1992,NHL,TBL,DET,1,6,0,
1992,NHL,TBL,EDM,2,2,0,
1992,NHL,TBL,HAR,0,2,0,
1992,NHL,TBL,LAK,2,1,0,
1992,NHL,TBL,MNS,1,5,1,
1992,NHL,TBL,MTL,1,1,0,
1992,NHL,TBL,NJD,0,2,0,
1992,NHL,TBL,NYI,1,1,0,
1992,NHL,TBL,NYR,1,2,0,
1992,NHL,TBL,OTT,2,0,0,
1992,NHL,TBL,PHI,1,1,0,
1992,NHL,TBL,PIT,0,1,1,
1992,NHL,TBL,QUE,1,2,0,
1992,NHL,TBL,SJS,3,1,0,
1992,NHL,TBL,STL,2,4,1,
1992,NHL,TBL,TOR,2,7,0,
1992,NHL,TBL,VAN,0,3,0,
1992,NHL,TBL,WAS,0,1,1,
1992,NHL,TBL,WIN,1,3,0,
1992,NHL,TOR,BOS,1,0,1,
1992,NHL,TOR,BUF,0,1,1,
1992,NHL,TOR,CAL,2,2,0,
1992,NHL,TOR,CHI,1,5,1,
1992,NHL,TOR,DET,3,3,1,
1992,NHL,TOR,EDM,2,0,1,
1992,NHL,TOR,HAR,2,0,0,
1992,NHL,TOR,LAK,2,1,1,
1992,NHL,TOR,MNS,3,3,1,
1992,NHL,TOR,MTL,2,0,0,
1992,NHL,TOR,NJD,1,1,0,
1992,NHL,TOR,NYI,1,1,0,
1992,NHL,TOR,NYR,1,1,0,
1992,NHL,TOR,OTT,3,0,0,
1992,NHL,TOR,PHI,0,2,0,
1992,NHL,TOR,PIT,1,0,1,
1992,NHL,TOR,QUE,0,3,0,
1992,NHL,TOR,SJS,4,0,0,
1992,NHL,TOR,STL,4,0,3,
1992,NHL,TOR,TBL,7,2,0,
1992,NHL,TOR,VAN,2,1,0,
1992,NHL,TOR,WAS,0,2,0,
1992,NHL,TOR,WIN,2,1,0,
1992,NHL,VAN,BOS,0,2,0,
1992,NHL,VAN,BUF,3,0,0,
1992,NHL,VAN,CAL,1,5,1,
1992,NHL,VAN,CHI,1,2,1,
1992,NHL,VAN,DET,0,2,1,
1992,NHL,VAN,EDM,5,2,0,
1992,NHL,VAN,HAR,1,1,0,
1992,NHL,VAN,LAK,7,2,0,
1992,NHL,VAN,MNS,1,3,1,
1992,NHL,VAN,MTL,2,0,0,
1992,NHL,VAN,NJD,1,1,0,
1992,NHL,VAN,NYI,1,1,0,
1992,NHL,VAN,NYR,1,0,1,
1992,NHL,VAN,OTT,2,0,0,
1992,NHL,VAN,PHI,0,1,1,
1992,NHL,VAN,PIT,0,2,0,
1992,NHL,VAN,QUE,1,0,1,
1992,NHL,VAN,SJS,6,0,1,
1992,NHL,VAN,STL,2,2,0,
1992,NHL,VAN,TBL,3,0,0,
1992,NHL,VAN,TOR,1,2,0,
1992,NHL,VAN,WAS,1,0,1,
1992,NHL,VAN,WIN,6,1,0,
1992,NHL,WAS,BOS,1,2,0,
1992,NHL,WAS,BUF,2,2,0,
1992,NHL,WAS,CAL,1,1,0,
1992,NHL,WAS,CHI,1,1,1,
1992,NHL,WAS,DET,2,1,0,
1992,NHL,WAS,EDM,1,1,0,
1992,NHL,WAS,HAR,3,1,0,
1992,NHL,WAS,LAK,2,0,0,
1992,NHL,WAS,MNS,1,1,0,
1992,NHL,WAS,MTL,2,0,1,
1992,NHL,WAS,NJD,2,5,0,
1992,NHL,WAS,NYI,4,3,0,
1992,NHL,WAS,NYR,5,4,0,
1992,NHL,WAS,OTT,4,0,0,
1992,NHL,WAS,PHI,1,5,1,
1992,NHL,WAS,PIT,1,5,1,
1992,NHL,WAS,QUE,2,0,1,
1992,NHL,WAS,SJS,2,0,0,
1992,NHL,WAS,STL,2,0,0,
1992,NHL,WAS,TBL,1,0,1,
1992,NHL,WAS,TOR,2,0,0,
1992,NHL,WAS,VAN,0,1,1,
1992,NHL,WAS,WIN,1,1,0,
1992,NHL,WIN,BOS,1,1,0,
1992,NHL,WIN,BUF,0,2,0,
1992,NHL,WIN,CAL,3,2,2,
1992,NHL,WIN,CHI,1,2,0,
1992,NHL,WIN,DET,2,1,0,
1992,NHL,WIN,EDM,8,1,0,
1992,NHL,WIN,HAR,2,1,0,
1992,NHL,WIN,LAK,3,2,2,
1992,NHL,WIN,MNS,3,1,0,
1992,NHL,WIN,MTL,0,2,0,
1992,NHL,WIN,NJD,1,0,1,
1992,NHL,WIN,NYI,1,0,1,
1992,NHL,WIN,NYR,0,2,0,
1992,NHL,WIN,OTT,2,0,1,
1992,NHL,WIN,PHI,0,2,0,
1992,NHL,WIN,PIT,1,1,0,
1992,NHL,WIN,QUE,0,2,0,
1992,NHL,WIN,SJS,4,3,0,
1992,NHL,WIN,STL,2,2,0,
1992,NHL,WIN,TBL,3,1,0,
1992,NHL,WIN,TOR,1,2,0,
1992,NHL,WIN,VAN,1,6,0,
1992,NHL,WIN,WAS,1,1,0,
1993,NHL,ANA,BOS,0,1,1,
1993,NHL,ANA,BUF,0,2,0,
1993,NHL,ANA,CAL,1,4,1,
1993,NHL,ANA,CHI,1,4,0,
1993,NHL,ANA,DAL,3,2,0,
1993,NHL,ANA,DET,0,3,1,
1993,NHL,ANA,EDM,5,1,0,
1993,NHL,ANA,FLO,0,2,0,
1993,NHL,ANA,HAR,2,0,0,
1993,NHL,ANA,LAK,2,4,0,
1993,NHL,ANA,MTL,0,2,0,
1993,NHL,ANA,NJD,0,2,0,
1993,NHL,ANA,NYI,1,1,0,
1993,NHL,ANA,NYR,2,0,0,
1993,NHL,ANA,OTT,1,1,0,
