"Order_ID","Ship_Mode","Ship_Date","Ship_id"
15687,"DELIVERY TRUCK","12-04-2012","SHP_4108"
23169,"REGULAR AIR","25-06-2011","SHP_4109"
32292,"REGULAR AIR","17-02-2012","SHP_4110"
32389,"EXPRESS AIR","01-11-2010","SHP_4111"
37863,"REGULAR AIR","26-02-2011","SHP_4112"
40866,"REGULAR AIR","24-05-2010","SHP_4113"
49989,"REGULAR AIR","27-04-2010","SHP_4114"
54595,"REGULAR AIR","30-04-2009","SHP_4115"
55392,"REGULAR AIR","07-06-2009","SHP_4116"
57249,"REGULAR AIR","21-07-2010","SHP_4117"
1444,"DELIVERY TRUCK","08-12-2009","SHP_4118"
4965,"REGULAR AIR","25-10-2010","SHP_4119"
5639,"REGULAR AIR","02-06-2009","SHP_4120"
8513,"REGULAR AIR","17-07-2011","SHP_4121"
10245,"DELIVERY TRUCK","14-02-2011","SHP_4122"
11011,"DELIVERY TRUCK","15-05-2012","SHP_4123"
12320,"DELIVERY TRUCK","22-12-2011","SHP_4124"
12326,"REGULAR AIR","04-02-2011","SHP_4125"
13056,"REGULAR AIR","24-04-2009","SHP_4126"
13125,"EXPRESS AIR","15-12-2010","SHP_4127"
17410,"REGULAR AIR","06-09-2010","SHP_4128"
20711,"DELIVERY TRUCK","20-01-2009","SHP_4129"
21606,"EXPRESS AIR","23-01-2011","SHP_4130"
22820,"REGULAR AIR","19-08-2010","SHP_4131"
23616,"REGULAR AIR","28-08-2012","SHP_4132"
25157,"REGULAR AIR","26-05-2010","SHP_4133"
25280,"REGULAR AIR","23-05-2011","SHP_4134"
25313,"REGULAR AIR","23-08-2012","SHP_4135"
25536,"REGULAR AIR","22-07-2011","SHP_4136"
25666,"REGULAR AIR","02-09-2012","SHP_4137"
28001,"REGULAR AIR","14-06-2009","SHP_4138"
28999,"REGULAR AIR","11-01-2009","SHP_4139"
29666,"REGULAR AIR","01-01-2012","SHP_4140"
30599,"REGULAR AIR","12-02-2012","SHP_4141"
31232,"DELIVERY TRUCK","01-09-2012","SHP_4142"
31239,"REGULAR AIR","02-09-2010","SHP_4143"
31392,"REGULAR AIR","10-05-2010","SHP_4144"
32389,"DELIVERY TRUCK","01-11-2010","SHP_4145"
33090,"REGULAR AIR","06-08-2009","SHP_4146"
33987,"DELIVERY TRUCK","26-10-2011","SHP_4147"
37731,"REGULAR AIR","04-11-2009","SHP_4148"
38337,"REGULAR AIR","02-11-2010","SHP_4149"
38369,"REGULAR AIR","13-01-2010","SHP_4150"
38723,"REGULAR AIR","21-09-2012","SHP_4151"
40103,"REGULAR AIR","27-09-2010","SHP_4152"
40131,"REGULAR AIR","02-05-2012","SHP_4153"
41504,"REGULAR AIR","30-10-2012","SHP_4154"
43588,"REGULAR AIR","02-09-2012","SHP_4155"
43751,"REGULAR AIR","29-06-2012","SHP_4156"
44448,"REGULAR AIR","15-04-2009","SHP_4157"
46531,"REGULAR AIR","30-08-2011","SHP_4158"
46534,"REGULAR AIR","05-10-2012","SHP_4159"
47459,"REGULAR AIR","18-08-2011","SHP_4160"
49056,"REGULAR AIR","01-10-2009","SHP_4161"
49190,"REGULAR AIR","12-12-2012","SHP_4162"
51783,"REGULAR AIR","13-11-2011","SHP_4163"
52006,"REGULAR AIR","25-06-2009","SHP_4164"
54595,"DELIVERY TRUCK","01-05-2009","SHP_4165"
55202,"REGULAR AIR","31-08-2011","SHP_4166"
55431,"REGULAR AIR","09-06-2012","SHP_4167"
55713,"DELIVERY TRUCK","04-02-2009","SHP_4168"
57570,"REGULAR AIR","30-09-2012","SHP_4169"
58372,"EXPRESS AIR","06-04-2011","SHP_4170"
59552,"REGULAR AIR","14-01-2010","SHP_4171"
2272,"DELIVERY TRUCK","12-04-2010","SHP_4172"
6498,"EXPRESS AIR","18-03-2009","SHP_4173"
16260,"DELIVERY TRUCK","14-11-2011","SHP_4174"
16359,"REGULAR AIR","15-05-2012","SHP_4175"
16359,"REGULAR AIR","14-05-2012","SHP_4176"
21922,"DELIVERY TRUCK","12-11-2009","SHP_4177"
21922,"REGULAR AIR","12-11-2009","SHP_4178"
21922,"REGULAR AIR","13-11-2009","SHP_4179"
23558,"REGULAR AIR","11-08-2011","SHP_4180"
23558,"DELIVERY TRUCK","14-08-2011","SHP_4181"
27205,"REGULAR AIR","23-05-2010","SHP_4182"
27461,"EXPRESS AIR","26-02-2010","SHP_4183"
27461,"REGULAR AIR","26-02-2010","SHP_4184"
29957,"REGULAR AIR","14-03-2010","SHP_4185"
30593,"EXPRESS AIR","27-07-2011","SHP_4186"
30593,"REGULAR AIR","28-07-2011","SHP_4187"
32871,"REGULAR AIR","28-10-2012","SHP_4188"
32871,"DELIVERY TRUCK","28-10-2012","SHP_4189"
35878,"REGULAR AIR","14-08-2010","SHP_4190"
37924,"REGULAR AIR","29-11-2009","SHP_4191"
38400,"EXPRESS AIR","15-12-2009","SHP_4192"
38498,"REGULAR AIR","29-04-2012","SHP_4193"
38498,"REGULAR AIR","30-04-2012","SHP_4194"
39492,"REGULAR AIR","19-04-2011","SHP_4195"
39686,"DELIVERY TRUCK","09-06-2012","SHP_4196"
39686,"REGULAR AIR","09-06-2012","SHP_4197"
42693,"REGULAR AIR","06-04-2009","SHP_4198"
42850,"EXPRESS AIR","22-06-2011","SHP_4199"
46050,"REGULAR AIR","05-01-2010","SHP_4200"
46050,"EXPRESS AIR","07-01-2010","SHP_4201"
46212,"DELIVERY TRUCK","14-09-2012","SHP_4202"
49313,"EXPRESS AIR","04-10-2009","SHP_4203"
49313,"REGULAR AIR","05-10-2009","SHP_4204"
49477,"REGULAR AIR","29-11-2011","SHP_4205"
49889,"REGULAR AIR","14-12-2012","SHP_4206"
49889,"EXPRESS AIR","14-12-2012","SHP_4207"
52416,"REGULAR AIR","02-02-2009","SHP_4208"
52416,"DELIVERY TRUCK","01-02-2009","SHP_4209"
55140,"REGULAR AIR","06-07-2010","SHP_4210"
56550,"REGULAR AIR","11-04-2011","SHP_4211"
57447,"REGULAR AIR","04-07-2011","SHP_4212"
57447,"REGULAR AIR","07-07-2011","SHP_4213"
1185,"REGULAR AIR","27-08-2012","SHP_4214"
2149,"REGULAR AIR","16-03-2010","SHP_4215"
2466,"REGULAR AIR","06-03-2009","SHP_4216"
3493,"REGULAR AIR","25-08-2010","SHP_4217"
3588,"REGULAR AIR","19-03-2011","SHP_4218"
3588,"REGULAR AIR","20-03-2011","SHP_4219"
3588,"DELIVERY TRUCK","18-03-2011","SHP_4220"
5957,"REGULAR AIR","27-12-2010","SHP_4221"
5957,"DELIVERY TRUCK","28-12-2010","SHP_4222"
5957,"REGULAR AIR","29-12-2010","SHP_4223"
6183,"REGULAR AIR","16-06-2012","SHP_4224"
6402,"REGULAR AIR","28-04-2011","SHP_4225"
6720,"REGULAR AIR","10-09-2010","SHP_4226"
6720,"DELIVERY TRUCK","12-09-2010","SHP_4227"
6720,"REGULAR AIR","11-09-2010","SHP_4228"
6785,"REGULAR AIR","08-05-2012","SHP_4229"
8295,"REGULAR AIR","03-04-2009","SHP_4230"
8295,"REGULAR AIR","02-04-2009","SHP_4231"
8704,"REGULAR AIR","01-07-2011","SHP_4232"
8933,"REGULAR AIR","08-10-2010","SHP_4233"
8933,"REGULAR AIR","09-10-2010","SHP_4234"
9222,"REGULAR AIR","11-02-2009","SHP_4235"
10243,"REGULAR AIR","25-12-2011","SHP_4236"
10502,"DELIVERY TRUCK","15-05-2010","SHP_4237"
10502,"REGULAR AIR","16-05-2010","SHP_4238"
10886,"REGULAR AIR","25-08-2009","SHP_4239"
10886,"DELIVERY TRUCK","24-08-2009","SHP_4240"
11047,"DELIVERY TRUCK","17-12-2010","SHP_4241"
11047,"DELIVERY TRUCK","12-12-2010","SHP_4242"
12803,"REGULAR AIR","27-02-2010","SHP_4243"
13767,"DELIVERY TRUCK","28-08-2010","SHP_4244"
14117,"REGULAR AIR","27-08-2010","SHP_4245"
14976,"REGULAR AIR","24-07-2011","SHP_4246"
14980,"REGULAR AIR","15-07-2012","SHP_4247"
16133,"DELIVERY TRUCK","25-09-2009","SHP_4248"
16134,"DELIVERY TRUCK","21-11-2012","SHP_4249"
16258,"REGULAR AIR","07-07-2011","SHP_4250"
16258,"REGULAR AIR","08-07-2011","SHP_4251"
16289,"REGULAR AIR","19-07-2010","SHP_4252"
16993,"REGULAR AIR","16-11-2011","SHP_4253"
18945,"REGULAR AIR","19-01-2009","SHP_4254"
19975,"REGULAR AIR","13-04-2009","SHP_4255"
20036,"REGULAR AIR","05-12-2010","SHP_4256"
20036,"REGULAR AIR","07-12-2010","SHP_4257"
20964,"REGULAR AIR","01-04-2012","SHP_4258"
21121,"REGULAR AIR","17-09-2009","SHP_4259"
21314,"REGULAR AIR","04-11-2009","SHP_4260"
21314,"REGULAR AIR","06-11-2009","SHP_4261"
21314,"DELIVERY TRUCK","09-11-2009","SHP_4262"
21702,"DELIVERY TRUCK","18-12-2010","SHP_4263"
21925,"REGULAR AIR","14-07-2012","SHP_4264"
22432,"REGULAR AIR","29-11-2012","SHP_4265"
22819,"REGULAR AIR","12-11-2012","SHP_4266"
22917,"EXPRESS AIR","04-03-2009","SHP_4267"
23107,"REGULAR AIR","14-06-2011","SHP_4268"
23556,"EXPRESS AIR","10-01-2011","SHP_4269"
23777,"REGULAR AIR","27-11-2012","SHP_4270"
24098,"REGULAR AIR","18-04-2012","SHP_4271"
24098,"REGULAR AIR","19-04-2012","SHP_4272"
24227,"REGULAR AIR","18-08-2010","SHP_4273"
24614,"REGULAR AIR","28-11-2009","SHP_4274"
25637,"DELIVERY TRUCK","27-02-2012","SHP_4275"
26695,"REGULAR AIR","08-06-2010","SHP_4276"
27078,"REGULAR AIR","13-08-2012","SHP_4277"
29376,"REGULAR AIR","13-08-2012","SHP_4278"
29766,"REGULAR AIR","22-03-2009","SHP_4279"
29766,"REGULAR AIR","21-03-2009","SHP_4280"
30278,"REGULAR AIR","09-10-2009","SHP_4281"
30626,"EXPRESS AIR","26-04-2011","SHP_4282"
30851,"REGULAR AIR","25-09-2010","SHP_4283"
31718,"REGULAR AIR","01-12-2010","SHP_4284"
31718,"REGULAR AIR","04-12-2010","SHP_4285"
32070,"REGULAR AIR","17-07-2009","SHP_4286"
34661,"REGULAR AIR","22-01-2010","SHP_4287"
34754,"REGULAR AIR","06-06-2012","SHP_4288"
35392,"REGULAR AIR","23-02-2012","SHP_4289"
36103,"REGULAR AIR","01-05-2012","SHP_4290"
37157,"REGULAR AIR","22-02-2010","SHP_4291"
38176,"EXPRESS AIR","16-08-2010","SHP_4292"
38176,"EXPRESS AIR","17-08-2010","SHP_4293"
38531,"EXPRESS AIR","12-12-2011","SHP_4294"
40354,"REGULAR AIR","04-01-2009","SHP_4295"
40354,"DELIVERY TRUCK","04-01-2009","SHP_4296"
40832,"REGULAR AIR","30-03-2010","SHP_4297"
41632,"REGULAR AIR","08-12-2010","SHP_4298"
41825,"REGULAR AIR","23-08-2009","SHP_4299"
42373,"EXPRESS AIR","18-08-2011","SHP_4300"
44423,"REGULAR AIR","30-07-2012","SHP_4301"
45863,"EXPRESS AIR","23-09-2010","SHP_4302"
47078,"REGULAR AIR","19-04-2010","SHP_4303"
47078,"REGULAR AIR","20-04-2010","SHP_4304"
47747,"EXPRESS AIR","23-11-2011","SHP_4305"
47810,"REGULAR AIR","15-08-2011","SHP_4306"
48896,"REGULAR AIR","30-10-2009","SHP_4307"
49830,"EXPRESS AIR","11-07-2009","SHP_4308"
52389,"REGULAR AIR","21-10-2011","SHP_4309"
52576,"DELIVERY TRUCK","28-03-2009","SHP_4310"
53605,"REGULAR AIR","05-08-2010","SHP_4311"
53605,"DELIVERY TRUCK","05-08-2010","SHP_4312"
53891,"REGULAR AIR","23-01-2009","SHP_4313"
53891,"EXPRESS AIR","23-01-2009","SHP_4314"
55460,"REGULAR AIR","28-05-2012","SHP_4315"
55460,"REGULAR AIR","27-05-2012","SHP_4316"
55877,"EXPRESS AIR","04-02-2010","SHP_4317"
55877,"REGULAR AIR","03-02-2010","SHP_4318"
56647,"REGULAR AIR","04-08-2011","SHP_4319"
57475,"REGULAR AIR","11-10-2010","SHP_4320"
57475,"REGULAR AIR","04-10-2010","SHP_4321"
57475,"REGULAR AIR","06-10-2010","SHP_4322"
57537,"EXPRESS AIR","19-09-2012","SHP_4323"
57537,"REGULAR AIR","19-09-2012","SHP_4324"
57537,"REGULAR AIR","18-09-2012","SHP_4325"
57698,"REGULAR AIR","07-01-2012","SHP_4326"
57698,"REGULAR AIR","08-01-2012","SHP_4327"
58241,"REGULAR AIR","08-09-2010","SHP_4328"
96,"REGULAR AIR","18-04-2009","SHP_4329"
610,"EXPRESS AIR","03-08-2011","SHP_4330"
612,"REGULAR AIR","22-10-2012","SHP_4331"
1440,"REGULAR AIR","11-08-2011","SHP_4332"
3749,"REGULAR AIR","25-02-2011","SHP_4333"
4070,"EXPRESS AIR","11-06-2011","SHP_4334"
4774,"REGULAR AIR","20-04-2010","SHP_4335"
6947,"REGULAR AIR","21-07-2011","SHP_4336"
6979,"REGULAR AIR","28-02-2009","SHP_4337"
7107,"REGULAR AIR","04-01-2012","SHP_4338"
7107,"REGULAR AIR","06-01-2012","SHP_4339"
7107,"REGULAR AIR","05-01-2012","SHP_4340"
8288,"REGULAR AIR","10-05-2011","SHP_4341"
8678,"REGULAR AIR","05-10-2012","SHP_4342"
10659,"REGULAR AIR","14-05-2009","SHP_4343"
10695,"REGULAR AIR","03-05-2011","SHP_4344"
11719,"DELIVERY TRUCK","06-02-2011","SHP_4345"
11719,"REGULAR AIR","05-02-2011","SHP_4346"
11908,"DELIVERY TRUCK","27-05-2010","SHP_4347"
13765,"REGULAR AIR","07-04-2009","SHP_4348"
14055,"REGULAR AIR","03-09-2009","SHP_4349"
14342,"REGULAR AIR","27-04-2009","SHP_4350"
14756,"REGULAR AIR","31-08-2009","SHP_4351"
14785,"REGULAR AIR","09-10-2009","SHP_4352"
14785,"REGULAR AIR","10-10-2009","SHP_4353"
14855,"EXPRESS AIR","02-05-2010","SHP_4354"
14855,"REGULAR AIR","02-05-2010","SHP_4355"
14855,"DELIVERY TRUCK","02-05-2010","SHP_4356"
15045,"DELIVERY TRUCK","22-08-2010","SHP_4357"
19621,"REGULAR AIR","08-09-2011","SHP_4358"
19621,"EXPRESS AIR","08-09-2011","SHP_4359"
20036,"DELIVERY TRUCK","08-12-2010","SHP_4360"
20773,"REGULAR AIR","06-03-2009","SHP_4361"
20967,"REGULAR AIR","15-03-2011","SHP_4362"
20967,"REGULAR AIR","16-03-2011","SHP_4363"
21478,"REGULAR AIR","04-03-2012","SHP_4364"
21478,"REGULAR AIR","06-03-2012","SHP_4365"
21633,"REGULAR AIR","28-03-2009","SHP_4366"
21696,"REGULAR AIR","22-10-2010","SHP_4367"
22851,"REGULAR AIR","02-03-2009","SHP_4368"
22851,"REGULAR AIR","03-03-2009","SHP_4369"
22851,"EXPRESS AIR","02-03-2009","SHP_4370"
23557,"REGULAR AIR","01-06-2011","SHP_4371"
24577,"REGULAR AIR","02-03-2010","SHP_4372"
24961,"DELIVERY TRUCK","02-02-2010","SHP_4373"
24966,"REGULAR AIR","18-12-2011","SHP_4374"
27363,"REGULAR AIR","19-10-2011","SHP_4375"
29028,"DELIVERY TRUCK","07-02-2011","SHP_4376"
29156,"REGULAR AIR","01-03-2010","SHP_4377"
29282,"REGULAR AIR","30-11-2012","SHP_4378"
29957,"DELIVERY TRUCK","14-03-2010","SHP_4379"
30053,"DELIVERY TRUCK","03-02-2009","SHP_4380"
30081,"REGULAR AIR","19-12-2011","SHP_4381"
30214,"EXPRESS AIR","11-10-2009","SHP_4382"
30497,"EXPRESS AIR","08-02-2011","SHP_4383"
30497,"REGULAR AIR","08-02-2011","SHP_4384"
30917,"REGULAR AIR","03-11-2010","SHP_4385"
30917,"REGULAR AIR","05-11-2010","SHP_4386"
31681,"REGULAR AIR","08-11-2012","SHP_4387"
31777,"DELIVERY TRUCK","21-10-2011","SHP_4388"
31777,"REGULAR AIR","19-10-2011","SHP_4389"
32710,"REGULAR AIR","17-11-2009","SHP_4390"
33060,"REGULAR AIR","20-02-2010","SHP_4391"
33254,"REGULAR AIR","05-11-2011","SHP_4392"
33605,"REGULAR AIR","05-04-2012","SHP_4393"
34180,"EXPRESS AIR","03-09-2011","SHP_4394"
35137,"EXPRESS AIR","19-07-2010","SHP_4395"
35137,"REGULAR AIR","20-07-2010","SHP_4396"
36838,"EXPRESS AIR","17-04-2009","SHP_4397"
37252,"REGULAR AIR","21-11-2011","SHP_4398"
37252,"REGULAR AIR","23-11-2011","SHP_4399"
37252,"DELIVERY TRUCK","24-11-2011","SHP_4400"
38979,"DELIVERY TRUCK","26-02-2010","SHP_4401"
38979,"REGULAR AIR","03-03-2010","SHP_4402"
39619,"REGULAR AIR","08-01-2012","SHP_4403"
40101,"EXPRESS AIR","05-02-2009","SHP_4404"
41542,"DELIVERY TRUCK","27-09-2009","SHP_4405"
42565,"REGULAR AIR","29-09-2010","SHP_4406"
42823,"EXPRESS AIR","27-06-2010","SHP_4407"
43398,"DELIVERY TRUCK","25-04-2011","SHP_4408"
44002,"REGULAR AIR","09-02-2009","SHP_4409"
44002,"REGULAR AIR","07-02-2009","SHP_4410"
44196,"REGULAR AIR","24-08-2009","SHP_4411"
44359,"REGULAR AIR","01-12-2010","SHP_4412"
44871,"REGULAR AIR","05-05-2011","SHP_4413"
46055,"REGULAR AIR","04-06-2012","SHP_4414"
46624,"REGULAR AIR","27-04-2010","SHP_4415"
46624,"REGULAR AIR","28-04-2010","SHP_4416"
47079,"DELIVERY TRUCK","18-12-2011","SHP_4417"
47494,"REGULAR AIR","02-07-2009","SHP_4418"
47494,"REGULAR AIR","01-07-2009","SHP_4419"
47622,"REGULAR AIR","13-09-2012","SHP_4420"
47938,"REGULAR AIR","01-07-2009","SHP_4421"
48032,"REGULAR AIR","27-08-2010","SHP_4422"
49062,"REGULAR AIR","18-04-2012","SHP_4423"
49541,"REGULAR AIR","17-01-2009","SHP_4424"
49799,"DELIVERY TRUCK","26-08-2009","SHP_4425"
49799,"REGULAR AIR","25-08-2009","SHP_4426"
49828,"EXPRESS AIR","31-08-2011","SHP_4427"
50054,"REGULAR AIR","08-09-2010","SHP_4428"
50370,"EXPRESS AIR","07-11-2012","SHP_4429"
51009,"REGULAR AIR","07-11-2011","SHP_4430"
55200,"REGULAR AIR","30-08-2010","SHP_4431"
55808,"DELIVERY TRUCK","16-02-2011","SHP_4432"
55808,"REGULAR AIR","16-02-2011","SHP_4433"
55937,"REGULAR AIR","28-01-2009","SHP_4434"
55937,"DELIVERY TRUCK","28-01-2009","SHP_4435"
56161,"EXPRESS AIR","16-04-2012","SHP_4436"
57477,"REGULAR AIR","28-09-2010","SHP_4437"
57477,"REGULAR AIR","27-09-2010","SHP_4438"
59044,"REGULAR AIR","22-07-2011","SHP_4439"
59204,"REGULAR AIR","01-03-2012","SHP_4440"
59969,"REGULAR AIR","13-01-2012","SHP_4441"
59969,"REGULAR AIR","12-01-2012","SHP_4442"
166,"EXPRESS AIR","13-09-2011","SHP_4443"
197,"REGULAR AIR","08-04-2011","SHP_4444"
231,"REGULAR AIR","30-09-2009","SHP_4445"
487,"REGULAR AIR","18-08-2012","SHP_4446"
710,"REGULAR AIR","05-01-2010","SHP_4447"
710,"REGULAR AIR","03-01-2010","SHP_4448"
710,"DELIVERY TRUCK","05-01-2010","SHP_4449"
801,"REGULAR AIR","20-02-2012","SHP_4450"
870,"REGULAR AIR","19-06-2010","SHP_4451"
1253,"REGULAR AIR","25-01-2010","SHP_4452"
1542,"REGULAR AIR","16-09-2010","SHP_4453"
2497,"REGULAR AIR","28-08-2012","SHP_4454"
2630,"REGULAR AIR","23-10-2012","SHP_4455"
2657,"DELIVERY TRUCK","18-10-2011","SHP_4456"
2657,"REGULAR AIR","17-10-2011","SHP_4457"
2688,"REGULAR AIR","24-01-2012","SHP_4458"
2688,"REGULAR AIR","25-01-2012","SHP_4459"
2816,"REGULAR AIR","20-09-2009","SHP_4460"
2818,"REGULAR AIR","13-12-2009","SHP_4461"
2818,"REGULAR AIR","12-12-2009","SHP_4462"
3040,"EXPRESS AIR","12-04-2010","SHP_4463"
3108,"REGULAR AIR","05-08-2010","SHP_4464"
3459,"EXPRESS AIR","29-07-2009","SHP_4465"
3488,"DELIVERY TRUCK","10-01-2011","SHP_4466"
3488,"REGULAR AIR","08-01-2011","SHP_4467"
3492,"REGULAR AIR","28-11-2009","SHP_4468"
3492,"DELIVERY TRUCK","23-11-2009","SHP_4469"
3492,"REGULAR AIR","23-11-2009","SHP_4470"
3553,"REGULAR AIR","18-05-2009","SHP_4471"
3622,"REGULAR AIR","01-12-2011","SHP_4472"
3810,"REGULAR AIR","18-09-2012","SHP_4473"
3810,"EXPRESS AIR","18-09-2012","SHP_4474"
4451,"REGULAR AIR","30-09-2009","SHP_4475"
4516,"REGULAR AIR","29-03-2009","SHP_4476"
4578,"REGULAR AIR","17-09-2012","SHP_4477"
4578,"REGULAR AIR","19-09-2012","SHP_4478"
4611,"DELIVERY TRUCK","09-01-2010","SHP_4479"
5281,"DELIVERY TRUCK","02-11-2011","SHP_4480"
5281,"REGULAR AIR","02-11-2011","SHP_4481"
5635,"REGULAR AIR","17-08-2012","SHP_4482"
5696,"REGULAR AIR","05-05-2011","SHP_4483"
5921,"EXPRESS AIR","13-04-2009","SHP_4484"
6241,"EXPRESS AIR","03-01-2010","SHP_4485"
6241,"REGULAR AIR","02-01-2010","SHP_4486"
6406,"REGULAR AIR","16-08-2009","SHP_4487"
6625,"DELIVERY TRUCK","17-08-2010","SHP_4488"
6854,"EXPRESS AIR","08-01-2009","SHP_4489"
7335,"REGULAR AIR","03-06-2010","SHP_4490"
7457,"REGULAR AIR","03-10-2010","SHP_4491"
7457,"REGULAR AIR","02-10-2010","SHP_4492"
7653,"REGULAR AIR","01-03-2012","SHP_4493"
7783,"REGULAR AIR","13-01-2012","SHP_4494"
7905,"DELIVERY TRUCK","07-06-2009","SHP_4495"
8064,"DELIVERY TRUCK","13-05-2011","SHP_4496"
8130,"REGULAR AIR","15-05-2012","SHP_4497"
8294,"REGULAR AIR","21-06-2012","SHP_4498"
8384,"DELIVERY TRUCK","06-05-2010","SHP_4499"
8580,"REGULAR AIR","22-03-2011","SHP_4500"
8580,"REGULAR AIR","23-03-2011","SHP_4501"
8646,"REGULAR AIR","11-04-2009","SHP_4502"
8646,"DELIVERY TRUCK","11-04-2009","SHP_4503"
8646,"EXPRESS AIR","11-04-2009","SHP_4504"
8646,"DELIVERY TRUCK","10-04-2009","SHP_4505"
8993,"EXPRESS AIR","30-05-2011","SHP_4506"
8996,"REGULAR AIR","06-06-2011","SHP_4507"
8998,"REGULAR AIR","07-01-2010","SHP_4508"
8998,"REGULAR AIR","05-01-2010","SHP_4509"
8998,"REGULAR AIR","08-01-2010","SHP_4510"
9124,"REGULAR AIR","16-10-2011","SHP_4511"
9124,"REGULAR AIR","21-10-2011","SHP_4512"
9152,"REGULAR AIR","20-08-2010","SHP_4513"
9312,"DELIVERY TRUCK","19-05-2012","SHP_4514"
9700,"REGULAR AIR","09-08-2011","SHP_4515"
9826,"REGULAR AIR","24-03-2012","SHP_4516"
9954,"DELIVERY TRUCK","20-06-2009","SHP_4517"
9954,"REGULAR AIR","21-06-2009","SHP_4518"
10081,"REGULAR AIR","08-08-2010","SHP_4519"
10272,"REGULAR AIR","19-01-2009","SHP_4520"
10272,"REGULAR AIR","17-01-2009","SHP_4521"
10530,"REGULAR AIR","29-01-2009","SHP_4522"
11270,"EXPRESS AIR","01-07-2011","SHP_4523"
11431,"REGULAR AIR","03-08-2012","SHP_4524"
11431,"REGULAR AIR","02-08-2012","SHP_4525"
11815,"REGULAR AIR","14-09-2011","SHP_4526"
12097,"REGULAR AIR","11-11-2010","SHP_4527"
12097,"EXPRESS AIR","09-11-2010","SHP_4528"
12196,"REGULAR AIR","03-06-2010","SHP_4529"
12196,"REGULAR AIR","02-06-2010","SHP_4530"
12451,"DELIVERY TRUCK","21-04-2010","SHP_4531"
12451,"EXPRESS AIR","21-04-2010","SHP_4532"
12483,"REGULAR AIR","04-08-2010","SHP_4533"
12483,"DELIVERY TRUCK","06-08-2010","SHP_4534"
12483,"REGULAR AIR","05-08-2010","SHP_4535"
12867,"EXPRESS AIR","11-03-2011","SHP_4536"
12903,"REGULAR AIR","27-09-2009","SHP_4537"
13540,"REGULAR AIR","23-05-2010","SHP_4538"
13762,"REGULAR AIR","24-06-2010","SHP_4539"
13762,"REGULAR AIR","23-06-2010","SHP_4540"
14336,"EXPRESS AIR","19-11-2009","SHP_4541"
14400,"REGULAR AIR","05-02-2009","SHP_4542"
14400,"DELIVERY TRUCK","05-02-2009","SHP_4543"
14500,"REGULAR AIR","26-06-2011","SHP_4544"
14500,"REGULAR AIR","25-06-2011","SHP_4545"
14534,"REGULAR AIR","18-07-2010","SHP_4546"
14884,"REGULAR AIR","29-09-2011","SHP_4547"
15075,"REGULAR AIR","04-10-2009","SHP_4548"
15075,"REGULAR AIR","06-10-2009","SHP_4549"
15234,"REGULAR AIR","13-03-2010","SHP_4550"
15234,"EXPRESS AIR","13-03-2010","SHP_4551"
15270,"REGULAR AIR","02-02-2009","SHP_4552"
15296,"REGULAR AIR","09-08-2012","SHP_4553"
15335,"REGULAR AIR","19-09-2010","SHP_4554"
15712,"DELIVERY TRUCK","06-12-2012","SHP_4555"
15906,"DELIVERY TRUCK","29-09-2010","SHP_4556"
16005,"REGULAR AIR","26-12-2012","SHP_4557"
16225,"REGULAR AIR","30-05-2009","SHP_4558"
16262,"EXPRESS AIR","08-01-2011","SHP_4559"
16321,"REGULAR AIR","03-10-2009","SHP_4560"
16679,"DELIVERY TRUCK","13-11-2009","SHP_4561"
16775,"REGULAR AIR","26-11-2012","SHP_4562"
16834,"REGULAR AIR","25-10-2010","SHP_4563"
16837,"DELIVERY TRUCK","22-01-2011","SHP_4564"
16866,"REGULAR AIR","07-02-2012","SHP_4565"
17058,"REGULAR AIR","02-01-2011","SHP_4566"
17508,"EXPRESS AIR","29-06-2012","SHP_4567"
18592,"REGULAR AIR","01-10-2012","SHP_4568"
18757,"EXPRESS AIR","29-05-2012","SHP_4569"
18851,"EXPRESS AIR","17-12-2012","SHP_4570"
18853,"REGULAR AIR","19-01-2010","SHP_4571"
18884,"DELIVERY TRUCK","25-06-2011","SHP_4572"
18884,"REGULAR AIR","26-06-2011","SHP_4573"
19300,"REGULAR AIR","17-12-2009","SHP_4574"
19361,"REGULAR AIR","02-10-2012","SHP_4575"
19361,"REGULAR AIR","30-09-2012","SHP_4576"
19557,"REGULAR AIR","03-11-2011","SHP_4577"
19557,"REGULAR AIR","30-10-2011","SHP_4578"
19586,"REGULAR AIR","03-11-2012","SHP_4579"
19718,"REGULAR AIR","29-06-2012","SHP_4580"
19744,"REGULAR AIR","16-03-2010","SHP_4581"
20069,"REGULAR AIR","28-09-2009","SHP_4582"
20103,"REGULAR AIR","12-02-2010","SHP_4583"
20103,"EXPRESS AIR","13-02-2010","SHP_4584"
20135,"REGULAR AIR","30-06-2009","SHP_4585"
20135,"DELIVERY TRUCK","02-07-2009","SHP_4586"
20166,"REGULAR AIR","08-03-2009","SHP_4587"
20192,"REGULAR AIR","13-10-2010","SHP_4588"
20229,"REGULAR AIR","06-11-2009","SHP_4589"
20966,"REGULAR AIR","22-09-2010","SHP_4590"
20966,"REGULAR AIR","25-09-2010","SHP_4591"
21063,"REGULAR AIR","19-04-2011","SHP_4592"
21063,"DELIVERY TRUCK","15-04-2011","SHP_4593"
21412,"REGULAR AIR","15-07-2011","SHP_4594"
21412,"REGULAR AIR","14-07-2011","SHP_4595"
