"Order_ID","Order_Date","Order_Priority","Ord_id"
46497,"19-06-2012","HIGH","Ord_2771"
47303,"05-12-2011","MEDIUM","Ord_2772"
47492,"23-07-2011","HIGH","Ord_2773"
47682,"16-11-2012","NOT SPECIFIED","Ord_2774"
48483,"10-12-2009","CRITICAL","Ord_2775"
48961,"21-07-2009","NOT SPECIFIED","Ord_2776"
49350,"22-08-2012","HIGH","Ord_2777"
49505,"21-01-2009","CRITICAL","Ord_2778"
49797,"08-03-2011","NOT SPECIFIED","Ord_2779"
50017,"20-11-2012","LOW","Ord_2780"
50083,"08-04-2011","NOT SPECIFIED","Ord_2781"
50307,"15-10-2010","LOW","Ord_2782"
50663,"09-11-2010","CRITICAL","Ord_2783"
50917,"21-07-2009","LOW","Ord_2784"
50981,"04-08-2009","CRITICAL","Ord_2785"
51140,"14-09-2012","LOW","Ord_2786"
51205,"10-12-2012","HIGH","Ord_2787"
51237,"10-03-2012","MEDIUM","Ord_2788"
51619,"02-09-2009","NOT SPECIFIED","Ord_2789"
51713,"19-03-2011","NOT SPECIFIED","Ord_2790"
52007,"14-04-2012","MEDIUM","Ord_2791"
52164,"13-04-2012","NOT SPECIFIED","Ord_2792"
52512,"07-07-2011","HIGH","Ord_2793"
52611,"25-04-2011","MEDIUM","Ord_2794"
52805,"28-09-2011","HIGH","Ord_2795"
52833,"24-12-2011","MEDIUM","Ord_2796"
52930,"08-11-2011","LOW","Ord_2797"
53127,"11-05-2011","HIGH","Ord_2798"
53349,"10-04-2010","LOW","Ord_2799"
53476,"11-06-2009","NOT SPECIFIED","Ord_2800"
53671,"10-06-2011","MEDIUM","Ord_2801"
53766,"13-10-2009","NOT SPECIFIED","Ord_2802"
53795,"30-01-2012","HIGH","Ord_2803"
54209,"15-08-2012","MEDIUM","Ord_2804"
54369,"02-03-2009","NOT SPECIFIED","Ord_2805"
54850,"24-12-2010","NOT SPECIFIED","Ord_2806"
54950,"05-12-2010","HIGH","Ord_2807"
55172,"03-12-2010","NOT SPECIFIED","Ord_2808"
55235,"06-10-2010","LOW","Ord_2809"
55300,"20-02-2009","HIGH","Ord_2810"
55553,"17-07-2009","MEDIUM","Ord_2811"
55747,"02-12-2012","HIGH","Ord_2812"
55779,"10-03-2012","CRITICAL","Ord_2813"
56418,"12-04-2012","CRITICAL","Ord_2814"
56580,"14-08-2011","NOT SPECIFIED","Ord_2815"
56807,"21-04-2009","HIGH","Ord_2816"
56837,"14-12-2010","LOW","Ord_2817"
56995,"15-10-2009","MEDIUM","Ord_2818"
57091,"31-10-2011","MEDIUM","Ord_2819"
57155,"17-06-2009","CRITICAL","Ord_2820"
57185,"23-05-2011","MEDIUM","Ord_2821"
57409,"20-11-2009","NOT SPECIFIED","Ord_2822"
57542,"22-08-2009","HIGH","Ord_2823"
57639,"21-07-2010","CRITICAL","Ord_2824"
57856,"12-02-2009","MEDIUM","Ord_2825"
58435,"07-05-2012","LOW","Ord_2826"
59009,"18-11-2011","CRITICAL","Ord_2827"
59491,"24-03-2012","HIGH","Ord_2828"
59554,"15-11-2011","CRITICAL","Ord_2829"
59559,"17-09-2010","CRITICAL","Ord_2830"
59745,"19-04-2009","NOT SPECIFIED","Ord_2831"
59906,"20-05-2010","HIGH","Ord_2832"
454,"26-12-2011","LOW","Ord_2833"
549,"12-07-2012","CRITICAL","Ord_2834"
999,"04-09-2010","LOW","Ord_2835"
1286,"13-05-2010","NOT SPECIFIED","Ord_2836"
1831,"01-12-2010","CRITICAL","Ord_2837"
1892,"25-03-2009","LOW","Ord_2838"
1991,"06-09-2012","NOT SPECIFIED","Ord_2839"
4610,"17-06-2010","LOW","Ord_2840"
5697,"04-10-2012","CRITICAL","Ord_2841"
5986,"21-04-2012","HIGH","Ord_2842"
6053,"11-12-2010","MEDIUM","Ord_2843"
6432,"10-11-2011","CRITICAL","Ord_2844"
6502,"20-08-2011","MEDIUM","Ord_2845"
6656,"15-05-2009","CRITICAL","Ord_2846"
7072,"04-02-2012","CRITICAL","Ord_2847"
7429,"26-05-2010","NOT SPECIFIED","Ord_2848"
7910,"20-04-2010","CRITICAL","Ord_2849"
8035,"01-03-2012","MEDIUM","Ord_2850"
8961,"28-06-2011","LOW","Ord_2851"
9606,"27-07-2009","NOT SPECIFIED","Ord_2852"
9857,"11-05-2010","HIGH","Ord_2853"
11233,"30-08-2011","NOT SPECIFIED","Ord_2854"
11493,"20-10-2011","CRITICAL","Ord_2855"
11684,"27-07-2012","HIGH","Ord_2856"
11975,"13-04-2011","CRITICAL","Ord_2857"
13537,"30-05-2010","LOW","Ord_2858"
13670,"23-05-2012","CRITICAL","Ord_2859"
13764,"13-07-2011","MEDIUM","Ord_2860"
13953,"31-05-2011","CRITICAL","Ord_2861"
14119,"31-05-2010","LOW","Ord_2862"
14402,"14-10-2010","MEDIUM","Ord_2863"
14499,"14-11-2010","LOW","Ord_2864"
15079,"15-01-2010","MEDIUM","Ord_2865"
15236,"09-04-2012","NOT SPECIFIED","Ord_2866"
15397,"06-02-2010","CRITICAL","Ord_2867"
15719,"18-01-2011","CRITICAL","Ord_2868"
16450,"15-05-2011","MEDIUM","Ord_2869"
17186,"26-01-2009","MEDIUM","Ord_2870"
17379,"14-08-2011","CRITICAL","Ord_2871"
17573,"04-09-2011","LOW","Ord_2872"
18595,"31-01-2009","CRITICAL","Ord_2873"
19205,"26-07-2010","MEDIUM","Ord_2874"
19494,"12-01-2010","HIGH","Ord_2875"
19523,"30-11-2011","HIGH","Ord_2876"
20482,"18-07-2011","MEDIUM","Ord_2877"
21445,"17-11-2009","LOW","Ord_2878"
21573,"25-04-2012","CRITICAL","Ord_2879"
21795,"13-06-2010","NOT SPECIFIED","Ord_2880"
21859,"18-11-2011","HIGH","Ord_2881"
21989,"10-02-2011","LOW","Ord_2882"
22688,"17-04-2012","MEDIUM","Ord_2883"
22916,"02-02-2012","MEDIUM","Ord_2884"
22951,"03-05-2012","MEDIUM","Ord_2885"
23429,"19-03-2009","CRITICAL","Ord_2886"
23681,"19-05-2012","HIGH","Ord_2887"
24263,"15-09-2012","LOW","Ord_2888"
24455,"06-12-2009","NOT SPECIFIED","Ord_2889"
24707,"10-03-2012","MEDIUM","Ord_2890"
25091,"19-02-2010","MEDIUM","Ord_2891"
26305,"02-12-2010","MEDIUM","Ord_2892"
26982,"28-04-2012","NOT SPECIFIED","Ord_2893"
27106,"01-12-2011","HIGH","Ord_2894"
27527,"30-11-2010","MEDIUM","Ord_2895"
27746,"04-12-2010","CRITICAL","Ord_2896"
27974,"07-10-2010","HIGH","Ord_2897"
28774,"01-01-2009","HIGH","Ord_2898"
29607,"13-03-2012","MEDIUM","Ord_2899"
29730,"16-06-2010","CRITICAL","Ord_2900"
30144,"06-08-2011","LOW","Ord_2901"
31266,"03-10-2012","HIGH","Ord_2902"
31456,"15-11-2012","HIGH","Ord_2903"
31522,"25-05-2010","MEDIUM","Ord_2904"
33319,"27-03-2009","NOT SPECIFIED","Ord_2905"
33635,"12-07-2009","HIGH","Ord_2906"
33988,"10-01-2009","MEDIUM","Ord_2907"
34087,"24-07-2009","LOW","Ord_2908"
34691,"14-01-2009","CRITICAL","Ord_2909"
34785,"25-01-2010","CRITICAL","Ord_2910"
34883,"04-11-2009","CRITICAL","Ord_2911"
35077,"07-10-2011","HIGH","Ord_2912"
36132,"09-04-2012","LOW","Ord_2913"
36133,"20-08-2011","MEDIUM","Ord_2914"
37891,"20-10-2011","HIGH","Ord_2915"
38146,"07-12-2011","LOW","Ord_2916"
38756,"07-05-2009","CRITICAL","Ord_2917"
39268,"22-04-2011","NOT SPECIFIED","Ord_2918"
39488,"22-06-2009","LOW","Ord_2919"
39650,"30-07-2010","NOT SPECIFIED","Ord_2920"
39844,"01-12-2009","NOT SPECIFIED","Ord_2921"
41316,"21-07-2009","NOT SPECIFIED","Ord_2922"
41476,"31-05-2010","HIGH","Ord_2923"
41861,"26-11-2010","LOW","Ord_2924"
42274,"03-09-2011","HIGH","Ord_2925"
42882,"27-10-2010","LOW","Ord_2926"
43360,"13-10-2009","LOW","Ord_2927"
43713,"07-09-2012","MEDIUM","Ord_2928"
44322,"12-10-2011","NOT SPECIFIED","Ord_2929"
44579,"03-06-2011","NOT SPECIFIED","Ord_2930"
44737,"19-11-2012","MEDIUM","Ord_2931"
44738,"05-12-2010","NOT SPECIFIED","Ord_2932"
44768,"26-05-2012","NOT SPECIFIED","Ord_2933"
44867,"26-07-2009","HIGH","Ord_2934"
45029,"03-07-2010","HIGH","Ord_2935"
45543,"02-02-2011","LOW","Ord_2936"
45635,"07-04-2012","LOW","Ord_2937"
46436,"04-04-2009","LOW","Ord_2938"
46848,"10-11-2009","MEDIUM","Ord_2939"
47009,"04-06-2009","CRITICAL","Ord_2940"
47138,"09-01-2009","LOW","Ord_2941"
47236,"02-10-2011","HIGH","Ord_2942"
47686,"11-10-2012","NOT SPECIFIED","Ord_2943"
47971,"29-10-2012","HIGH","Ord_2944"
48261,"18-03-2011","MEDIUM","Ord_2945"
48773,"15-01-2009","MEDIUM","Ord_2946"
48902,"23-10-2012","MEDIUM","Ord_2947"
49221,"03-07-2010","NOT SPECIFIED","Ord_2948"
49255,"22-06-2012","HIGH","Ord_2949"
49575,"16-12-2010","HIGH","Ord_2950"
50144,"07-06-2012","CRITICAL","Ord_2951"
50181,"30-05-2012","HIGH","Ord_2952"
52324,"29-06-2012","NOT SPECIFIED","Ord_2953"
53441,"24-08-2009","MEDIUM","Ord_2954"
53445,"24-10-2012","HIGH","Ord_2955"
54055,"13-02-2009","CRITICAL","Ord_2956"
54151,"02-09-2009","CRITICAL","Ord_2957"
54181,"18-05-2012","HIGH","Ord_2958"
54243,"16-09-2009","LOW","Ord_2959"
54407,"16-06-2010","MEDIUM","Ord_2960"
55394,"26-02-2010","CRITICAL","Ord_2961"
56003,"06-04-2010","CRITICAL","Ord_2962"
56128,"30-07-2010","MEDIUM","Ord_2963"
56384,"31-07-2012","CRITICAL","Ord_2964"
56646,"19-05-2010","CRITICAL","Ord_2965"
56967,"02-03-2012","LOW","Ord_2966"
57479,"15-03-2011","HIGH","Ord_2967"
57699,"10-11-2012","LOW","Ord_2968"
58690,"05-11-2011","HIGH","Ord_2969"
58784,"18-01-2009","MEDIUM","Ord_2970"
59428,"09-09-2010","HIGH","Ord_2971"
1921,"17-01-2009","MEDIUM","Ord_2972"
2978,"02-05-2011","CRITICAL","Ord_2973"
7521,"27-02-2011","LOW","Ord_2974"
13351,"06-05-2010","MEDIUM","Ord_2975"
15687,"09-04-2012","CRITICAL","Ord_2976"
23169,"23-06-2011","CRITICAL","Ord_2977"
37863,"24-02-2011","HIGH","Ord_2978"
40866,"23-05-2010","HIGH","Ord_2979"
49989,"26-04-2010","NOT SPECIFIED","Ord_2980"
54595,"28-04-2009","MEDIUM","Ord_2981"
57249,"20-07-2010","HIGH","Ord_2982"
5639,"01-06-2009","MEDIUM","Ord_2983"
12320,"20-12-2011","CRITICAL","Ord_2984"
12326,"02-02-2011","CRITICAL","Ord_2985"
13056,"22-04-2009","NOT SPECIFIED","Ord_2986"
13125,"13-12-2010","NOT SPECIFIED","Ord_2987"
23616,"28-08-2012","NOT SPECIFIED","Ord_2988"
25157,"25-05-2010","NOT SPECIFIED","Ord_2989"
25313,"21-08-2012","CRITICAL","Ord_2990"
25536,"22-07-2011","LOW","Ord_2991"
28999,"10-01-2009","HIGH","Ord_2992"
30599,"10-02-2012","NOT SPECIFIED","Ord_2993"
31232,"29-08-2012","HIGH","Ord_2994"
31239,"28-08-2010","LOW","Ord_2995"
33090,"05-08-2009","MEDIUM","Ord_2996"
33987,"25-10-2011","HIGH","Ord_2997"
38337,"31-10-2010","MEDIUM","Ord_2998"
38369,"12-01-2010","NOT SPECIFIED","Ord_2999"
40103,"24-09-2010","NOT SPECIFIED","Ord_3000"
40131,"02-05-2012","LOW","Ord_3001"
41504,"28-10-2012","CRITICAL","Ord_3002"
43751,"27-06-2012","HIGH","Ord_3003"
44448,"13-04-2009","CRITICAL","Ord_3004"
46534,"03-10-2012","HIGH","Ord_3005"
47459,"17-08-2011","NOT SPECIFIED","Ord_3006"
49190,"11-12-2012","HIGH","Ord_3007"
55431,"08-06-2012","NOT SPECIFIED","Ord_3008"
55713,"02-02-2009","HIGH","Ord_3009"
59552,"13-01-2010","NOT SPECIFIED","Ord_3010"
2272,"12-04-2010","HIGH","Ord_3011"
6498,"17-03-2009","MEDIUM","Ord_3012"
16260,"13-11-2011","HIGH","Ord_3013"
16359,"14-05-2012","CRITICAL","Ord_3014"
21922,"11-11-2009","HIGH","Ord_3015"
23558,"09-08-2011","LOW","Ord_3016"
27205,"21-05-2010","NOT SPECIFIED","Ord_3017"
27461,"26-02-2010","CRITICAL","Ord_3018"
29957,"13-03-2010","CRITICAL","Ord_3019"
30593,"25-07-2011","CRITICAL","Ord_3020"
37924,"29-11-2009","HIGH","Ord_3021"
38400,"14-12-2009","NOT SPECIFIED","Ord_3022"
38498,"27-04-2012","CRITICAL","Ord_3023"
39492,"17-04-2011","NOT SPECIFIED","Ord_3024"
39686,"08-06-2012","NOT SPECIFIED","Ord_3025"
42693,"04-04-2009","HIGH","Ord_3026"
42850,"21-06-2011","MEDIUM","Ord_3027"
46212,"12-09-2012","NOT SPECIFIED","Ord_3028"
49313,"04-10-2009","MEDIUM","Ord_3029"
49477,"29-11-2011","MEDIUM","Ord_3030"
49889,"12-12-2012","CRITICAL","Ord_3031"
52416,"31-01-2009","NOT SPECIFIED","Ord_3032"
55140,"04-07-2010","CRITICAL","Ord_3033"
56550,"08-04-2011","NOT SPECIFIED","Ord_3034"
57447,"04-07-2011","NOT SPECIFIED","Ord_3035"
1185,"23-08-2012","LOW","Ord_3036"
2149,"12-03-2010","LOW","Ord_3037"
2466,"05-03-2009","CRITICAL","Ord_3038"
3493,"23-08-2010","HIGH","Ord_3039"
3588,"18-03-2011","NOT SPECIFIED","Ord_3040"
5957,"26-12-2010","HIGH","Ord_3041"
6183,"15-06-2012","MEDIUM","Ord_3042"
6402,"23-04-2011","LOW","Ord_3043"
6720,"09-09-2010","NOT SPECIFIED","Ord_3044"
6785,"06-05-2012","MEDIUM","Ord_3045"
8295,"01-04-2009","HIGH","Ord_3046"
8704,"30-06-2011","MEDIUM","Ord_3047"
8933,"07-10-2010","HIGH","Ord_3048"
9222,"10-02-2009","HIGH","Ord_3049"
10243,"24-12-2011","HIGH","Ord_3050"
10502,"14-05-2010","NOT SPECIFIED","Ord_3051"
10886,"23-08-2009","CRITICAL","Ord_3052"
11047,"10-12-2010","LOW","Ord_3053"
12803,"25-02-2010","NOT SPECIFIED","Ord_3054"
13767,"26-08-2010","HIGH","Ord_3055"
14117,"25-08-2010","NOT SPECIFIED","Ord_3056"
14976,"22-07-2011","HIGH","Ord_3057"
14980,"14-07-2012","CRITICAL","Ord_3058"
16134,"19-11-2012","HIGH","Ord_3059"
16258,"06-07-2011","MEDIUM","Ord_3060"
16289,"17-07-2010","HIGH","Ord_3061"
16993,"16-11-2011","MEDIUM","Ord_3062"
18945,"17-01-2009","MEDIUM","Ord_3063"
19975,"10-04-2009","NOT SPECIFIED","Ord_3064"
20036,"05-12-2010","NOT SPECIFIED","Ord_3065"
20964,"30-03-2012","CRITICAL","Ord_3066"
21121,"16-09-2009","NOT SPECIFIED","Ord_3067"
21314,"02-11-2009","LOW","Ord_3068"
21702,"17-12-2010","NOT SPECIFIED","Ord_3069"
21925,"12-07-2012","NOT SPECIFIED","Ord_3070"
22432,"28-11-2012","NOT SPECIFIED","Ord_3071"
22819,"10-11-2012","HIGH","Ord_3072"
22917,"01-03-2009","MEDIUM","Ord_3073"
23107,"11-06-2011","MEDIUM","Ord_3074"
23556,"09-01-2011","MEDIUM","Ord_3075"
23777,"26-11-2012","NOT SPECIFIED","Ord_3076"
24098,"17-04-2012","CRITICAL","Ord_3077"
24227,"16-08-2010","MEDIUM","Ord_3078"
24614,"21-11-2009","LOW","Ord_3079"
25637,"25-02-2012","NOT SPECIFIED","Ord_3080"
26695,"06-06-2010","NOT SPECIFIED","Ord_3081"
27078,"12-08-2012","NOT SPECIFIED","Ord_3082"
29376,"11-08-2012","CRITICAL","Ord_3083"
29766,"21-03-2009","MEDIUM","Ord_3084"
30278,"30-09-2009","LOW","Ord_3085"
30626,"25-04-2011","CRITICAL","Ord_3086"
30851,"21-09-2010","LOW","Ord_3087"
31718,"27-11-2010","LOW","Ord_3088"
32070,"17-07-2009","MEDIUM","Ord_3089"
34661,"20-01-2010","CRITICAL","Ord_3090"
34754,"04-06-2012","CRITICAL","Ord_3091"
35392,"23-02-2012","HIGH","Ord_3092"
36103,"29-04-2012","CRITICAL","Ord_3093"
37157,"20-02-2010","HIGH","Ord_3094"
38176,"15-08-2010","HIGH","Ord_3095"
38531,"05-12-2011","LOW","Ord_3096"
40354,"03-01-2009","HIGH","Ord_3097"
40832,"29-03-2010","HIGH","Ord_3098"
41632,"01-12-2010","LOW","Ord_3099"
42373,"17-08-2011","NOT SPECIFIED","Ord_3100"
44423,"29-07-2012","CRITICAL","Ord_3101"
45863,"19-09-2010","LOW","Ord_3102"
47078,"19-04-2010","MEDIUM","Ord_3103"
47747,"21-11-2011","HIGH","Ord_3104"
47810,"14-08-2011","CRITICAL","Ord_3105"
48896,"28-10-2009","CRITICAL","Ord_3106"
49830,"09-07-2009","CRITICAL","Ord_3107"
52389,"21-10-2011","CRITICAL","Ord_3108"
52576,"28-03-2009","LOW","Ord_3109"
53605,"03-08-2010","MEDIUM","Ord_3110"
55460,"26-05-2012","HIGH","Ord_3111"
55877,"02-02-2010","NOT SPECIFIED","Ord_3112"
56647,"03-08-2011","MEDIUM","Ord_3113"
57475,"04-10-2010","LOW","Ord_3114"
57537,"18-09-2012","MEDIUM","Ord_3115"
57698,"06-01-2012","CRITICAL","Ord_3116"
58241,"07-09-2010","CRITICAL","Ord_3117"
96,"16-04-2009","HIGH","Ord_3118"
610,"01-08-2011","CRITICAL","Ord_3119"
612,"20-10-2012","MEDIUM","Ord_3120"
1440,"09-08-2011","LOW","Ord_3121"
3749,"23-02-2011","MEDIUM","Ord_3122"
4070,"11-06-2011","HIGH","Ord_3123"
4774,"19-04-2010","MEDIUM","Ord_3124"
6947,"19-07-2011","CRITICAL","Ord_3125"
6979,"27-02-2009","CRITICAL","Ord_3126"
7107,"04-01-2012","NOT SPECIFIED","Ord_3127"
8288,"09-05-2011","CRITICAL","Ord_3128"
8678,"30-09-2012","LOW","Ord_3129"
10659,"14-05-2009","CRITICAL","Ord_3130"
10695,"02-05-2011","HIGH","Ord_3131"
11719,"05-02-2011","NOT SPECIFIED","Ord_3132"
11908,"25-05-2010","NOT SPECIFIED","Ord_3133"
13765,"05-04-2009","NOT SPECIFIED","Ord_3134"
14055,"01-09-2009","HIGH","Ord_3135"
14342,"27-04-2009","LOW","Ord_3136"
14756,"31-08-2009","LOW","Ord_3137"
14785,"09-10-2009","HIGH","Ord_3138"
14855,"30-04-2010","NOT SPECIFIED","Ord_3139"
15045,"20-08-2010","NOT SPECIFIED","Ord_3140"
19621,"07-09-2011","CRITICAL","Ord_3141"
20773,"05-03-2009","NOT SPECIFIED","Ord_3142"
20967,"15-03-2011","HIGH","Ord_3143"
21478,"02-03-2012","LOW","Ord_3144"
21633,"27-03-2009","MEDIUM","Ord_3145"
21696,"21-10-2010","MEDIUM","Ord_3146"
22851,"01-03-2009","CRITICAL","Ord_3147"
23557,"31-05-2011","NOT SPECIFIED","Ord_3148"
24577,"01-03-2010","MEDIUM","Ord_3149"
24961,"26-01-2010","LOW","Ord_3150"
24966,"17-12-2011","MEDIUM","Ord_3151"
27363,"18-10-2011","MEDIUM","Ord_3152"
29028,"05-02-2011","CRITICAL","Ord_3153"
29156,"24-02-2010","LOW","Ord_3154"
29282,"28-11-2012","MEDIUM","Ord_3155"
30053,"01-02-2009","CRITICAL","Ord_3156"
30081,"17-12-2011","HIGH","Ord_3157"
30214,"04-10-2009","LOW","Ord_3158"
30497,"06-02-2011","CRITICAL","Ord_3159"
30917,"01-11-2010","LOW","Ord_3160"
31681,"07-11-2012","NOT SPECIFIED","Ord_3161"
31777,"19-10-2011","NOT SPECIFIED","Ord_3162"
32710,"16-11-2009","HIGH","Ord_3163"
33060,"19-02-2010","HIGH","Ord_3164"
33254,"03-11-2011","NOT SPECIFIED","Ord_3165"
33605,"03-04-2012","CRITICAL","Ord_3166"
34180,"03-09-2011","HIGH","Ord_3167"
35137,"17-07-2010","HIGH","Ord_3168"
36838,"08-04-2009","LOW","Ord_3169"
37252,"19-11-2011","LOW","Ord_3170"
38979,"26-02-2010","LOW","Ord_3171"
39619,"04-01-2012","LOW","Ord_3172"
40101,"31-01-2009","LOW","Ord_3173"
41542,"26-09-2009","HIGH","Ord_3174"
42565,"22-09-2010","LOW","Ord_3175"
42823,"25-06-2010","MEDIUM","Ord_3176"
43398,"24-04-2011","NOT SPECIFIED","Ord_3177"
44002,"07-02-2009","MEDIUM","Ord_3178"
44359,"29-11-2010","HIGH","Ord_3179"
44871,"03-05-2011","CRITICAL","Ord_3180"
46055,"02-06-2012","MEDIUM","Ord_3181"
46624,"26-04-2010","NOT SPECIFIED","Ord_3182"
47079,"16-12-2011","CRITICAL","Ord_3183"
47494,"01-07-2009","HIGH","Ord_3184"
47622,"12-09-2012","NOT SPECIFIED","Ord_3185"
47938,"24-06-2009","LOW","Ord_3186"
48032,"26-08-2010","HIGH","Ord_3187"
49062,"11-04-2012","LOW","Ord_3188"
49541,"16-01-2009","MEDIUM","Ord_3189"
49799,"24-08-2009","HIGH","Ord_3190"
49828,"30-08-2011","MEDIUM","Ord_3191"
50054,"06-09-2010","NOT SPECIFIED","Ord_3192"
50370,"06-11-2012","CRITICAL","Ord_3193"
51009,"05-11-2011","NOT SPECIFIED","Ord_3194"
55200,"28-08-2010","MEDIUM","Ord_3195"
55808,"14-02-2011","NOT SPECIFIED","Ord_3196"
55937,"26-01-2009","MEDIUM","Ord_3197"
56161,"14-04-2012","HIGH","Ord_3198"
57477,"26-09-2010","HIGH","Ord_3199"
59044,"20-07-2011","CRITICAL","Ord_3200"
59204,"29-02-2012","MEDIUM","Ord_3201"
59969,"11-01-2012","HIGH","Ord_3202"
166,"11-09-2011","HIGH","Ord_3203"
197,"06-04-2011","HIGH","Ord_3204"
231,"28-09-2009","HIGH","Ord_3205"
487,"17-08-2012","CRITICAL","Ord_3206"
710,"01-01-2010","LOW","Ord_3207"
801,"17-02-2012","CRITICAL","Ord_3208"
870,"19-06-2010","NOT SPECIFIED","Ord_3209"
1253,"25-01-2010","CRITICAL","Ord_3210"
1542,"14-09-2010","MEDIUM","Ord_3211"
2497,"26-08-2012","CRITICAL","Ord_3212"
2630,"23-10-2012","LOW","Ord_3213"
2657,"16-10-2011","HIGH","Ord_3214"
2688,"23-01-2012","HIGH","Ord_3215"
2816,"19-09-2009","HIGH","Ord_3216"
2818,"11-12-2009","MEDIUM","Ord_3217"
3040,"11-04-2010","MEDIUM","Ord_3218"
3108,"04-08-2010","CRITICAL","Ord_3219"
3459,"27-07-2009","NOT SPECIFIED","Ord_3220"
3488,"07-01-2011","MEDIUM","Ord_3221"
3492,"23-11-2009","LOW","Ord_3222"
3553,"17-05-2009","MEDIUM","Ord_3223"
3622,"26-11-2011","LOW","Ord_3224"
3810,"16-09-2012","CRITICAL","Ord_3225"
4451,"30-09-2009","CRITICAL","Ord_3226"
4516,"28-03-2009","MEDIUM","Ord_3227"
4578,"12-09-2012","LOW","Ord_3228"
4611,"09-01-2010","HIGH","Ord_3229"
5281,"01-11-2011","HIGH","Ord_3230"
5635,"15-08-2012","MEDIUM","Ord_3231"
5696,"03-05-2011","CRITICAL","Ord_3232"
5921,"06-04-2009","LOW","Ord_3233"
6241,"29-12-2009","LOW","Ord_3234"
6406,"14-08-2009","CRITICAL","Ord_3235"
6625,"15-08-2010","HIGH","Ord_3236"
6854,"06-01-2009","MEDIUM","Ord_3237"
7335,"29-05-2010","LOW","Ord_3238"
7457,"30-09-2010","NOT SPECIFIED","Ord_3239"
7653,"27-02-2012","MEDIUM","Ord_3240"
7783,"12-01-2012","MEDIUM","Ord_3241"
7905,"03-06-2009","LOW","Ord_3242"
8064,"12-05-2011","HIGH","Ord_3243"
8130,"13-05-2012","CRITICAL","Ord_3244"
8294,"20-06-2012","MEDIUM","Ord_3245"
8384,"05-05-2010","HIGH","Ord_3246"
8580,"22-03-2011","HIGH","Ord_3247"
8646,"09-04-2009","HIGH","Ord_3248"
8993,"28-05-2011","MEDIUM","Ord_3249"
8996,"02-06-2011","LOW","Ord_3250"
8998,"03-01-2010","LOW","Ord_3251"
9124,"16-10-2011","LOW","Ord_3252"
9152,"20-08-2010","NOT SPECIFIED","Ord_3253"
9312,"18-05-2012","NOT SPECIFIED","Ord_3254"
9700,"08-08-2011","CRITICAL","Ord_3255"
9826,"22-03-2012","MEDIUM","Ord_3256"
9954,"19-06-2009","NOT SPECIFIED","Ord_3257"
10081,"07-08-2010","NOT SPECIFIED","Ord_3258"
10272,"17-01-2009","MEDIUM","Ord_3259"
10530,"27-01-2009","MEDIUM","Ord_3260"
11270,"30-06-2011","HIGH","Ord_3261"
11431,"01-08-2012","HIGH","Ord_3262"
11815,"12-09-2011","LOW","Ord_3263"
12097,"09-11-2010","CRITICAL","Ord_3264"
12196,"02-06-2010","NOT SPECIFIED","Ord_3265"
12451,"19-04-2010","LOW","Ord_3266"
12483,"04-08-2010","CRITICAL","Ord_3267"
12867,"11-03-2011","NOT SPECIFIED","Ord_3268"
12903,"25-09-2009","CRITICAL","Ord_3269"
13762,"21-06-2010","MEDIUM","Ord_3270"
14336,"18-11-2009","HIGH","Ord_3271"
14400,"04-02-2009","MEDIUM","Ord_3272"
14500,"24-06-2011","NOT SPECIFIED","Ord_3273"
14534,"18-07-2010","MEDIUM","Ord_3274"
14884,"27-09-2011","HIGH","Ord_3275"
15075,"04-10-2009","MEDIUM","Ord_3276"
15234,"12-03-2010","NOT SPECIFIED","Ord_3277"
15270,"31-01-2009","NOT SPECIFIED","Ord_3278"
15296,"07-08-2012","NOT SPECIFIED","Ord_3279"
15335,"17-09-2010","MEDIUM","Ord_3280"
15712,"04-12-2012","HIGH","Ord_3281"
15906,"27-09-2010","LOW","Ord_3282"
16005,"24-12-2012","NOT SPECIFIED","Ord_3283"
16225,"28-05-2009","CRITICAL","Ord_3284"
16262,"01-01-2011","LOW","Ord_3285"
16321,"01-10-2009","NOT SPECIFIED","Ord_3286"
16679,"08-11-2009","LOW","Ord_3287"
16775,"22-11-2012","LOW","Ord_3288"
16834,"23-10-2010","LOW","Ord_3289"
16837,"21-01-2011","NOT SPECIFIED","Ord_3290"
16866,"06-02-2012","NOT SPECIFIED","Ord_3291"
17058,"01-01-2011","HIGH","Ord_3292"
17508,"27-06-2012","LOW","Ord_3293"
18592,"30-09-2012","CRITICAL","Ord_3294"
18851,"16-12-2012","CRITICAL","Ord_3295"
18853,"17-01-2010","CRITICAL","Ord_3296"
18884,"24-06-2011","NOT SPECIFIED","Ord_3297"
19300,"16-12-2009","CRITICAL","Ord_3298"
19361,"23-09-2012","LOW","Ord_3299"
19557,"30-10-2011","LOW","Ord_3300"
19586,"01-11-2012","NOT SPECIFIED","Ord_3301"
19718,"24-06-2012","LOW","Ord_3302"
19744,"14-03-2010","MEDIUM","Ord_3303"
20069,"26-09-2009","CRITICAL","Ord_3304"
20103,"11-02-2010","MEDIUM","Ord_3305"
20135,"30-06-2009","CRITICAL","Ord_3306"
20166,"04-03-2009","LOW","Ord_3307"
20192,"06-10-2010","LOW","Ord_3308"
20229,"30-10-2009","LOW","Ord_3309"
20966,"18-09-2010","LOW","Ord_3310"
21063,"15-04-2011","LOW","Ord_3311"
